0.01,0.99
0,30.908641,146.858022,0,7.79118,3.640918,10.650202,3.150582,63.184939,69.326743,0.268617,2.777262,12.534737,0.002643,6.33091,38.513245,0,0.184663,20.360274,68.065082,0,6.092883
51.260593,0,0.387265,0.973138,3.771319,69.114245,25.035285,2.954784,0.423984,0.953289,0.086596,0.002699,10.246012,1.015987,2.057108,131.262617,11.551027,0.093962,96.474693,0.007366,0.011021,7.013895
88.095616,1.070587,0,4.154085,28.465899,164.08374,117.513341,26.967223,1107.917587,2266.384105,0.42539,3.59987,478.496432,54.692387,4.476234,49.637308,37.223525,81.399146,126.038507,1661.741145,18.314918,13.150469
0,0.689283,0.352795,0,78.806716,20.348465,4.009571,10.119098,1.896006,75.004808,0.222845,0.063935,4.640654,0,12.393484,98.950725,2.029668,0.050046,26.086191,48.872957,0,49.586194
44.108987,65.348887,17.908422,31.500138,0,225.411641,92.921271,1149.3796,1139.404904,2066.092152,0.46582,300.654869,257.219026,0.530823,8.825329,466.384386,135.757238,31.395323,138.929863,1557.514972,26.248306,250.609603
5.232207,2.241828,18.657872,2.654453,25.13459,0,8.154996,5.275899,9.542053,4.993955,0.172686,1.010757,20.577158,0.359599,3.534641,137.844599,7.119666,6.275128,131.007945,8.63105,5.324707,92.227152
4.342572,3.011016,7.878675,4.333463,52.787665,36.539528,0,11.694585,3.659868,34.116804,0.718636,2.444261,67.18675,0.014845,0.981461,575.476757,30.709245,4.173428,32.844121,15.016785,4.02897,90.684728
1.1068,0.808999,4.718591,8.241198,574.247598,10.322599,1.731529,0,5.046531,16.836429,0.301343,0.303311,7.028009,0.022661,3.85724,78.28787,16.701136,9.614703,2575.586689,11.537025,8.459601,1007.224593
2.72463,0.007704,0.271316,21.454309,504.598424,2.582252,0.115443,18.399883,0,10.094918,0.084684,0,0.561638,0.009672,9.735319,62.777543,15.479456,0.293077,2292.420981,11.279318,8.453865,857.79669
5.656584,0.215984,64.493609,11.132835,807.152842,45.054741,2.403662,15.984525,15.570438,0,0.015857,0.20963,8.787879,0.0361,199.854586,69.997132,45.642527,0.352851,3425.313517,21.743057,75.339159,1165.336066
0.667409,0.085753,0.635751,1.502724,1.483156,1.910064,0.13816,3.13748,0.421735,1.015424,0,0.082772,6.2099,0.011359,0.199284,0.499277,1.452004,0.022099,3.592222,0.601956,0,0.330527
0.079567,0.060055,0.314164,0.320968,44.223868,0.576764,0.480609,0.10757,0,0.126408,0.00298,0,0.96864,0.006298,0.664204,16.197867,13.296783,0,175.958827,0.122584,0.004386,54.006759
7.958917,11.099602,33.549711,34.583129,18.50408,107.775828,12.92307,1445.790077,0.743771,4.670288,0.309103,358.575606,0,0.035763,2.901927,221.130136,7.783701,707.030146,63.706596,8.089318,1.192103,28.62329
0,0.02148,0.088283,0,6.78807,0.794773,0.23381,1.119958,0.521489,0.180615,0.026541,0.002249,1.124738,0,0.005961,0.521826,0.219864,0.079511,56.100249,0.511817,0.002249,14.400659
39.237954,27.543425,36.420599,102.952085,345.271456,138.843716,51.679459,135.773883,29.336584,104.103252,0.880132,27.599825,187.867036,0.512604,0,0,139.769958,46.727734,310.906561,86.195336,23.543357,489.803022
7.154754,106.405641,13.288573,36.112283,121.377722,60.450862,221.773928,86.256516,18.271395,38.949487,0,94.099766,974.240906,0.103522,0,0,68.005364,12.692747,88.641734,25.067562,10.502539,452.823316
0.009953,0.621918,1.703807,0,17.734555,17.385415,5.742,14.692387,10.091432,34.277344,0.74692,0.465932,5.338372,0.167063,34.689688,122.839679,0,1.129574,52.709616,23.586374,0,8.388862
0.250791,0.159359,4.409825,2.47024,186.056951,4.672087,1.245017,3.543695,0.867761,0.554103,0.002699,0.003711,1.487992,0,1.253226,12.652204,5.355747,0,744.300567,8.462356,4.266266,203.618032
64.333238,32.097651,42.817018,83.952777,373.348403,189.53851,18.593262,59.887481,109.853686,386.153556,1.481188,21.593032,104.576269,0.036494,103.450744,574.23905,114.516214,10.737192,0,98.568127,26.845876,570.524019
8.38217,0.226275,0.791736,16.128815,575.030562,3.511418,3.09525,9.8511,185.228833,10.774979,0.761203,0.725158,30.538639,0.042848,3.643786,52.86802,58.533882,1.648026,2121.721408,0,8.853501,879.009374
0,0.043523,1.899998,0,2.962263,0.684897,0.248936,13.635576,5.446954,17.601961,0,0.023842,3.307298,0.024686,4.014688,18.031287,0,3.740279,6.476549,1.059172,0,1.827741
14.566541,3.783408,12.075665,48.046413,164.66056,74.563898,22.7379,27.04589,8.202624,15.826122,0.433487,2.319315,26.059369,41.377272,53.155811,551.241249,18.057266,583.056507,1125.395278,7.588972,19.066842,0
