0.01,0.99
0,27.522675,155.797781,0,12.596647,1.163144,8.414053,0.113925,8.021222,27.762445,0.026148,0.016476,7.309053,0,0.944517,36.394845,0,0.01462,11.234051,14.562718,0,1.275325
31.265316,0,0.349983,0.013608,42.940614,1.561542,128.546309,0.00866,0.019793,0.088283,0.003149,0,3.79606,0.244269,19.521416,122.857842,0.557196,6.645861,74.739509,0.006748,0,0.530148
53.286943,12.750384,0,0.485332,9.198198,17.196421,88.797157,2.17407,340.453055,866.55426,0.199621,0.45806,60.364772,22.017634,2.793963,40.810124,0.803601,71.378959,115.274043,804.114554,0.790499,10.004274
0,0.524581,0.622199,0,53.757205,1.993848,0.989839,4.600111,0.694569,10.207044,0.006748,0,0.639068,0,70.771437,51.136828,0,5.451397,146.977176,3.907005,0,17.751143
73.137817,111.814583,30.834303,18.359397,0,180.097393,182.153995,484.189005,440.226556,755.312505,0.119379,94.276051,215.315204,0.388558,92.196,813.421673,60.764801,146.600145,168.939366,737.668933,4.770605,190.66471
0.688327,1.722476,150.748663,1.008339,18.949487,0,3.421167,5.134702,0.111113,1.027064,0.114262,0.601225,4.115117,0,6.414245,148.227309,7.218464,7.403634,119.515736,2.840579,0.104646,47.082947
3.734431,3.10391,8.538662,0.655375,52.101812,22.70433,0,3.821421,1.589658,3.450576,0.128713,0.360442,8.718489,0.2256,0.292515,323.899132,135.951068,2.609581,13.249268,7.929508,0.861913,25.091291
0.858708,0.368315,2.42846,0.130906,509.192125,11.311932,2.690779,0,0.434668,5.30289,1.387507,0.598188,4.198451,0,1.586284,91.339429,21.761051,1.639929,2340.683435,16.871573,1.124738,842.057952
1.104157,0.337388,0.525088,0.279863,360.19979,0.065734,0.051339,0.394462,0,0.610334,0,0.77408,0.124496,0.002699,4.428381,36.69287,3.409021,0.036719,1691.285166,3.616683,0.03357,493.710701
1.314856,0.010684,0.936476,3.026367,724.620355,2.796775,0.524132,1.365351,0.164252,0,0.127083,0.073494,1.004122,0.002081,77.93575,107.19957,13.368253,23.244994,2865.464892,3.634958,28.474727,824.910283
0.007535,0.005679,0.283518,0,0.446926,0.907123,0.136473,0.607129,0,2.540304,0,0,0.087721,0,0.183876,0.304773,0.087271,0.059943,1.56576,0.03267,0,0.617026
0.164758,0.03059,0.387265,0.086596,16.946642,0.331708,0.292628,0.106221,0.032727,0.015576,0,0,0.342111,0,0.359093,20.795054,0.089914,0.005848,102.142299,0.088845,0,21.442501
16.938938,31.126144,8.459713,3.468288,43.202371,45.677559,8.916255,545.432278,0.423984,0.721785,0.013046,114.686539,0,0,6.778342,212.856323,1.94026,395.26842,53.718236,1.302316,0.18247,30.236059
0.011471,0.017994,0.081985,0,4.585098,0.072538,0,0.004442,0.002924,0,0.004274,0,0,0,0.022493,0.164139,0.00686,0.003543,48.737664,0,0,10.583568
26.662506,30.547693,14.354156,39.521978,345.856205,66.327592,54.324241,33.022149,5.597373,52.829839,0.032727,13.090639,32.783673,0.365222,0,0.002249,141.065358,13.092326,295.191158,30.026091,16.970653,416.297115
4.280549,98.600741,5.320265,4.164994,198.165792,45.726592,313.449338,42.317853,3.992364,18.361927,0.02328,9.042044,555.990711,1.539668,0,0,28.418945,2.514887,65.165629,10.879176,0.287567,429.302114
0.005173,0.435849,0.27334,0,21.117315,3.648004,12.35221,15.86121,3.136243,10.373319,0.366403,0.109539,2.09439,0.002699,9.793575,121.314856,0,14.444969,54.350501,9.462092,0,11.035386
0.031714,0.296676,11.086838,0.070851,156.878827,1.069912,1.425125,0.917244,0.089295,0.832391,0.070908,0,0.242469,0,1.64111,11.126087,1.282691,0,731.106969,6.172169,1.262504,159.27934
18.421082,32.153433,53.482852,26.560727,259.320726,78.372948,20.772955,10.185676,13.314102,28.21775,0.031996,9.454613,27.214415,0.044366,81.297255,590.830536,69.690559,2.013585,0,59.004144,11.421189,389.716876
4.650495,0.117636,0.212948,1.139583,386.882707,1.797882,1.526229,7.697161,8.917773,3.34278,2.770852,0.562313,1.144363,0,3.539646,44.280943,15.289507,2.639158,1691.077672,0,0.811586,606.250387
0,0.022886,0.916289,0,1.202731,0.208506,0.171562,1.449136,0.122359,3.703391,0,0,2.915816,0.002249,5.949099,32.282258,0,0.373488,1.267959,3.493592,0,0.219246
18.132335,0.691363,7.084634,3.206251,191.156677,19.529232,35.842316,17.92979,0.060505,1.674398,0.002643,0.880076,3.747814,26.240546,10.233922,672.540866,5.176594,320.03492,391.384076,4.293426,0.075744,0
