?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040501-0100-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040501-0100
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.215029 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.404341 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.056429 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.068693 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.2808 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.83468 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 1.23032 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.900323 UNLIMITED
  ATLAM5_SNVAng ( ATLAM5 SNVAng ) 1 0.026667 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.149397 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.989859 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.49572 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 22.191605 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 4.296704 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 2.460043 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 23.233563 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 7.598152 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 22.500715 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 7.551333 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 1.371973 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 10.81756 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 36.822877 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 1.991432 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 55.062392 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 21.065304 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 60.912717 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 75.334909 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 17.724173 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 4846.1056 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 17.709512 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 4.404765 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 10.834309 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 32.00424 UNLIMITED
  DNVRng_ATLAM5 ( DNVRng ATLAM5 ) 1 0.361709 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 5.099645 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 72.541821 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 14.228733 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 28.529035 UNLIMITED
  DNVRng_KSCYng ( DNVRng KSCYng ) 1 9.655435 UNLIMITED
  DNVRng_LOSAng ( DNVRng LOSAng ) 1 23.236699 UNLIMITED
  DNVRng_NYCMng ( DNVRng NYCMng ) 1 20.653955 UNLIMITED
  DNVRng_SNVAng ( DNVRng SNVAng ) 1 6.935997 UNLIMITED
  DNVRng_STTLng ( DNVRng STTLng ) 1 10.182405 UNLIMITED
  DNVRng_WASHng ( DNVRng WASHng ) 1 52.437256 UNLIMITED
  HSTNng_ATLAM5 ( HSTNng ATLAM5 ) 1 0.275979 UNLIMITED
  HSTNng_ATLAng ( HSTNng ATLAng ) 1 3.059149 UNLIMITED
  HSTNng_CHINng ( HSTNng CHINng ) 1 19.775373 UNLIMITED
  HSTNng_DNVRng ( HSTNng DNVRng ) 1 5.068941 UNLIMITED
  HSTNng_IPLSng ( HSTNng IPLSng ) 1 11.872656 UNLIMITED
  HSTNng_KSCYng ( HSTNng KSCYng ) 1 3.29008 UNLIMITED
  HSTNng_LOSAng ( HSTNng LOSAng ) 1 9.387496 UNLIMITED
  HSTNng_NYCMng ( HSTNng NYCMng ) 1 8.132163 UNLIMITED
  HSTNng_SNVAng ( HSTNng SNVAng ) 1 1.836213 UNLIMITED
  HSTNng_STTLng ( HSTNng STTLng ) 1 1.653531 UNLIMITED
  HSTNng_WASHng ( HSTNng WASHng ) 1 7.372179 UNLIMITED
  IPLSng_ATLAM5 ( IPLSng ATLAM5 ) 1 0.344968 UNLIMITED
  IPLSng_ATLAng ( IPLSng ATLAng ) 1 29.331504 UNLIMITED
  IPLSng_CHINng ( IPLSng CHINng ) 1 112.849211 UNLIMITED
  IPLSng_DNVRng ( IPLSng DNVRng ) 1 18.789008 UNLIMITED
  IPLSng_HSTNng ( IPLSng HSTNng ) 1 8.073611 UNLIMITED
  IPLSng_KSCYng ( IPLSng KSCYng ) 1 6.790277 UNLIMITED
  IPLSng_LOSAng ( IPLSng LOSAng ) 1 50.298541 UNLIMITED
  IPLSng_NYCMng ( IPLSng NYCMng ) 1 52.825517 UNLIMITED
  IPLSng_SNVAng ( IPLSng SNVAng ) 1 6.016275 UNLIMITED
  IPLSng_STTLng ( IPLSng STTLng ) 1 9.503291 UNLIMITED
  IPLSng_WASHng ( IPLSng WASHng ) 1 65.8986 UNLIMITED
  KSCYng_ATLAM5 ( KSCYng ATLAM5 ) 1 0.320328 UNLIMITED
  KSCYng_ATLAng ( KSCYng ATLAng ) 1 5.784288 UNLIMITED
  KSCYng_CHINng ( KSCYng CHINng ) 1 25.107253 UNLIMITED
  KSCYng_DNVRng ( KSCYng DNVRng ) 1 15.320139 UNLIMITED
  KSCYng_HSTNng ( KSCYng HSTNng ) 1 4.450536 UNLIMITED
  KSCYng_IPLSng ( KSCYng IPLSng ) 1 13.285373 UNLIMITED
  KSCYng_LOSAng ( KSCYng LOSAng ) 1 8.121363 UNLIMITED
  KSCYng_NYCMng ( KSCYng NYCMng ) 1 7.172896 UNLIMITED
  KSCYng_SNVAng ( KSCYng SNVAng ) 1 2.030787 UNLIMITED
  KSCYng_STTLng ( KSCYng STTLng ) 1 2.084277 UNLIMITED
  KSCYng_WASHng ( KSCYng WASHng ) 1 30.288488 UNLIMITED
  LOSAng_ATLAM5 ( LOSAng ATLAM5 ) 1 10.939021 UNLIMITED
  LOSAng_ATLAng ( LOSAng ATLAng ) 1 22.096248 UNLIMITED
  LOSAng_CHINng ( LOSAng CHINng ) 1 105.090885 UNLIMITED
  LOSAng_DNVRng ( LOSAng DNVRng ) 1 12.623229 UNLIMITED
  LOSAng_HSTNng ( LOSAng HSTNng ) 1 28.773987 UNLIMITED
  LOSAng_IPLSng ( LOSAng IPLSng ) 1 52.181976 UNLIMITED
  LOSAng_KSCYng ( LOSAng KSCYng ) 1 26.512589 UNLIMITED
  LOSAng_NYCMng ( LOSAng NYCMng ) 1 66.122035 UNLIMITED
  LOSAng_SNVAng ( LOSAng SNVAng ) 1 17.446347 UNLIMITED
  LOSAng_STTLng ( LOSAng STTLng ) 1 24.704141 UNLIMITED
  LOSAng_WASHng ( LOSAng WASHng ) 1 151.901525 UNLIMITED
