?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040525-1610-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040525-1610
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.153419 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.709499 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.231701 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.106667 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.082421 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.502003 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.106667 UNLIMITED
  ATLAM5_SNVAng ( ATLAM5 SNVAng ) 1 0.026667 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.090019 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.951152 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.514752 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 14.513757 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 9.56376 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 6.691459 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 13.531789 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 7.52476 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 19.115965 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 13.635291 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.498768 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 9.370488 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 62.053923 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 1.737557 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 29.682872 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 10.369584 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 9.131008 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 30.976581 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 18.297456 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 34.838048 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 10.316795 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 5.291915 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 23.058131 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 59.913597 UNLIMITED
  DNVRng_ATLAM5 ( DNVRng ATLAM5 ) 1 2.500061 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 8.699773 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 53.228077 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 19.715909 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 40.959779 UNLIMITED
  DNVRng_KSCYng ( DNVRng KSCYng ) 1 22.056144 UNLIMITED
  DNVRng_LOSAng ( DNVRng LOSAng ) 1 13.220373 UNLIMITED
  DNVRng_NYCMng ( DNVRng NYCMng ) 1 18.116955 UNLIMITED
  DNVRng_SNVAng ( DNVRng SNVAng ) 1 15.553077 UNLIMITED
  DNVRng_STTLng ( DNVRng STTLng ) 1 12.614328 UNLIMITED
  DNVRng_WASHng ( DNVRng WASHng ) 1 30.210139 UNLIMITED
  HSTNng_ATLAM5 ( HSTNng ATLAM5 ) 1 4.727723 UNLIMITED
  HSTNng_ATLAng ( HSTNng ATLAng ) 1 7.25276 UNLIMITED
  HSTNng_CHINng ( HSTNng CHINng ) 1 20.456907 UNLIMITED
  HSTNng_DNVRng ( HSTNng DNVRng ) 1 1.951773 UNLIMITED
  HSTNng_IPLSng ( HSTNng IPLSng ) 1 3.18152 UNLIMITED
  HSTNng_KSCYng ( HSTNng KSCYng ) 1 2.907464 UNLIMITED
  HSTNng_LOSAng ( HSTNng LOSAng ) 1 10.383843 UNLIMITED
  HSTNng_NYCMng ( HSTNng NYCMng ) 1 2.549123 UNLIMITED
  HSTNng_SNVAng ( HSTNng SNVAng ) 1 0.121035 UNLIMITED
  HSTNng_STTLng ( HSTNng STTLng ) 1 4.096139 UNLIMITED
  HSTNng_WASHng ( HSTNng WASHng ) 1 5.795933 UNLIMITED
  IPLSng_ATLAM5 ( IPLSng ATLAM5 ) 1 0.267531 UNLIMITED
  IPLSng_ATLAng ( IPLSng ATLAng ) 1 25.345509 UNLIMITED
  IPLSng_CHINng ( IPLSng CHINng ) 1 117.727941 UNLIMITED
  IPLSng_DNVRng ( IPLSng DNVRng ) 1 18.24948 UNLIMITED
  IPLSng_HSTNng ( IPLSng HSTNng ) 1 15.351381 UNLIMITED
  IPLSng_KSCYng ( IPLSng KSCYng ) 1 29.679195 UNLIMITED
  IPLSng_LOSAng ( IPLSng LOSAng ) 1 31.745912 UNLIMITED
  IPLSng_NYCMng ( IPLSng NYCMng ) 1 40.095749 UNLIMITED
  IPLSng_SNVAng ( IPLSng SNVAng ) 1 5.708781 UNLIMITED
  IPLSng_STTLng ( IPLSng STTLng ) 1 7.054715 UNLIMITED
  IPLSng_WASHng ( IPLSng WASHng ) 1 27.865784 UNLIMITED
  KSCYng_ATLAM5 ( KSCYng ATLAM5 ) 1 0.106339 UNLIMITED
  KSCYng_ATLAng ( KSCYng ATLAng ) 1 6.136491 UNLIMITED
  KSCYng_CHINng ( KSCYng CHINng ) 1 26.369507 UNLIMITED
  KSCYng_DNVRng ( KSCYng DNVRng ) 1 22.471008 UNLIMITED
  KSCYng_HSTNng ( KSCYng HSTNng ) 1 3.347733 UNLIMITED
  KSCYng_IPLSng ( KSCYng IPLSng ) 1 12.460411 UNLIMITED
  KSCYng_LOSAng ( KSCYng LOSAng ) 1 9.166579 UNLIMITED
  KSCYng_NYCMng ( KSCYng NYCMng ) 1 5.576432 UNLIMITED
  KSCYng_SNVAng ( KSCYng SNVAng ) 1 0.340299 UNLIMITED
  KSCYng_STTLng ( KSCYng STTLng ) 1 1.539424 UNLIMITED
  KSCYng_WASHng ( KSCYng WASHng ) 1 8.623864 UNLIMITED
  LOSAng_ATLAM5 ( LOSAng ATLAM5 ) 1 2.546645 UNLIMITED
  LOSAng_ATLAng ( LOSAng ATLAng ) 1 31.577704 UNLIMITED
  LOSAng_CHINng ( LOSAng CHINng ) 1 208.884227 UNLIMITED
  LOSAng_DNVRng ( LOSAng DNVRng ) 1 15.340627 UNLIMITED
  LOSAng_HSTNng ( LOSAng HSTNng ) 1 18.200221 UNLIMITED
  LOSAng_IPLSng ( LOSAng IPLSng ) 1 34.254483 UNLIMITED
  LOSAng_KSCYng ( LOSAng KSCYng ) 1 20.355845 UNLIMITED
  LOSAng_NYCMng ( LOSAng NYCMng ) 1 71.631944 UNLIMITED
  LOSAng_SNVAng ( LOSAng SNVAng ) 1 23.151883 UNLIMITED
  LOSAng_STTLng ( LOSAng STTLng ) 1 44.919224 UNLIMITED
  LOSAng_WASHng ( LOSAng WASHng ) 1 113.893203 UNLIMITED
  NYCMng_ATLAM5 ( NYCMng ATLAM5 ) 1 1.619701 UNLIMITED
  NYCMng_ATLAng ( NYCMng ATLAng ) 1 41.930184 UNLIMITED
  NYCMng_CHINng ( NYCMng CHINng ) 1 65.690357 UNLIMITED
  NYCMng_DNVRng ( NYCMng DNVRng ) 1 36.717371 UNLIMITED
  NYCMng_HSTNng ( NYCMng HSTNng ) 1 15.113208 UNLIMITED
  NYCMng_IPLSng ( NYCMng IPLSng ) 1 54.124939 UNLIMITED
  NYCMng_KSCYng ( NYCMng KSCYng ) 1 20.762253 UNLIMITED
  NYCMng_LOSAng ( NYCMng LOSAng ) 1 63.972933 UNLIMITED
  NYCMng_SNVAng ( NYCMng SNVAng ) 1 3.381784 UNLIMITED
  NYCMng_STTLng ( NYCMng STTLng ) 1 33.615757 UNLIMITED
  NYCMng_WASHng ( NYCMng WASHng ) 1 104.874339 UNLIMITED
  SNVAng_ATLAng ( SNVAng ATLAng ) 1 0.121445 UNLIMITED
  SNVAng_CHINng ( SNVAng CHINng ) 1 1.883864 UNLIMITED
  SNVAng_DNVRng ( SNVAng DNVRng ) 1 16.594709 UNLIMITED
  SNVAng_HSTNng ( SNVAng HSTNng ) 1 0.13232 UNLIMITED
  SNVAng_IPLSng ( SNVAng IPLSng ) 1 0.834968 UNLIMITED
  SNVAng_KSCYng ( SNVAng KSCYng ) 1 3.177701 UNLIMITED
  SNVAng_LOSAng ( SNVAng LOSAng ) 1 17.701088 UNLIMITED
  SNVAng_NYCMng ( SNVAng NYCMng ) 1 6.087101 UNLIMITED
  SNVAng_STTLng ( SNVAng STTLng ) 1 11.143827 UNLIMITED
  SNVAng_WASHng ( SNVAng WASHng ) 1 0.79028 UNLIMITED
  STTLng_ATLAM5 ( STTLng ATLAM5 ) 1 0.122744 UNLIMITED
  STTLng_ATLAng ( STTLng ATLAng ) 1 12.367827 UNLIMITED
  STTLng_CHINng ( STTLng CHINng ) 1 40.5434 UNLIMITED
  STTLng_DNVRng ( STTLng DNVRng ) 1 3.887885 UNLIMITED
  STTLng_HSTNng ( STTLng HSTNng ) 1 7.434347 UNLIMITED
  STTLng_IPLSng ( STTLng IPLSng ) 1 16.051677 UNLIMITED
