?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040427-0640-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040427-0640
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.389211 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 2.021043 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 1.930136 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 1.418547 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.267533 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.834237 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 1.561731 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 35.679173 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 51.356741 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 33.21736 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 6.942192 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 20.456923 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 0.442851 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 53.101955 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 32.796701 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 27.519064 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 142.454139 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 48.078323 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 18.826432 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 0.192376 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 57.009427 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 0.119531 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 2.068109 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 60.506509 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 8.966091 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 80.43512 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 42.883507 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 27.849797 UNLIMITED
  DNVRng_KSCYng ( DNVRng KSCYng ) 1 21.376661 UNLIMITED
  DNVRng_LOSAng ( DNVRng LOSAng ) 1 0.222997 UNLIMITED
  DNVRng_NYCMng ( DNVRng NYCMng ) 1 26.479464 UNLIMITED
  DNVRng_SNVAng ( DNVRng SNVAng ) 1 13.446459 UNLIMITED
