?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040407-1125-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040407-1125
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.072915 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 1.671989 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 1.153435 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.260939 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.1942 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 1.032405 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.696328 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 21.843515 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 0.580971 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 35.193427 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 28.831024 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 5.624149 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 13.469048 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 0.790245 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 74.893555 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 16.14304 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 79.462309 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 19.899515 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 47.441893 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 14.003603 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 0.343664 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 42.346493 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 0.026667 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 4.7702 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 27.022291 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 9.636227 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 6.695579 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 38.969501 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 25.780824 UNLIMITED
  DNVRng_KSCYng ( DNVRng KSCYng ) 1 13.337731 UNLIMITED
  DNVRng_LOSAng ( DNVRng LOSAng ) 1 0.418667 UNLIMITED
  DNVRng_NYCMng ( DNVRng NYCMng ) 1 2.345037 UNLIMITED
  DNVRng_SNVAng ( DNVRng SNVAng ) 1 103.185432 UNLIMITED
  DNVRng_STTLng ( DNVRng STTLng ) 1 0.026667 UNLIMITED
  DNVRng_WASHng ( DNVRng WASHng ) 1 22.889107 UNLIMITED
  HSTNng_ATLAng ( HSTNng ATLAng ) 1 29.117968 UNLIMITED
  HSTNng_CHINng ( HSTNng CHINng ) 1 0.3848 UNLIMITED
  HSTNng_DNVRng ( HSTNng DNVRng ) 1 1.503568 UNLIMITED
  HSTNng_LOSAng ( HSTNng LOSAng ) 1 0.034904 UNLIMITED
  HSTNng_NYCMng ( HSTNng NYCMng ) 1 7.819784 UNLIMITED
  HSTNng_WASHng ( HSTNng WASHng ) 1 106.726088 UNLIMITED
  IPLSng_ATLAng ( IPLSng ATLAng ) 1 19.850397 UNLIMITED
  IPLSng_CHINng ( IPLSng CHINng ) 1 131.965296 UNLIMITED
  IPLSng_DNVRng ( IPLSng DNVRng ) 1 99.939749 UNLIMITED
  IPLSng_HSTNng ( IPLSng HSTNng ) 1 16.318336 UNLIMITED
  IPLSng_KSCYng ( IPLSng KSCYng ) 1 23.80896 UNLIMITED
  IPLSng_NYCMng ( IPLSng NYCMng ) 1 39.421715 UNLIMITED
  IPLSng_STTLng ( IPLSng STTLng ) 1 0.084672 UNLIMITED
  IPLSng_WASHng ( IPLSng WASHng ) 1 14.959277 UNLIMITED
  KSCYng_ATLAng ( KSCYng ATLAng ) 1 5.055771 UNLIMITED
  KSCYng_CHINng ( KSCYng CHINng ) 1 33.303979 UNLIMITED
  KSCYng_DNVRng ( KSCYng DNVRng ) 1 17.026016 UNLIMITED
  KSCYng_HSTNng ( KSCYng HSTNng ) 1 6.105413 UNLIMITED
  KSCYng_IPLSng ( KSCYng IPLSng ) 1 10.631563 UNLIMITED
  KSCYng_LOSAng ( KSCYng LOSAng ) 1 0.026667 UNLIMITED
  KSCYng_NYCMng ( KSCYng NYCMng ) 1 5.768205 UNLIMITED
  KSCYng_STTLng ( KSCYng STTLng ) 1 0.062323 UNLIMITED
  KSCYng_WASHng ( KSCYng WASHng ) 1 9.934229 UNLIMITED
  LOSAng_ATLAng ( LOSAng ATLAng ) 1 21.831456 UNLIMITED
  LOSAng_CHINng ( LOSAng CHINng ) 1 10.030968 UNLIMITED
  LOSAng_HSTNng ( LOSAng HSTNng ) 1 18.558152 UNLIMITED
  LOSAng_IPLSng ( LOSAng IPLSng ) 1 0.425773 UNLIMITED
  LOSAng_KSCYng ( LOSAng KSCYng ) 1 0.054781 UNLIMITED
  LOSAng_NYCMng ( LOSAng NYCMng ) 1 6.872739 UNLIMITED
  LOSAng_SNVAng ( LOSAng SNVAng ) 1 284.649067 UNLIMITED
  LOSAng_STTLng ( LOSAng STTLng ) 1 19.246709 UNLIMITED
  LOSAng_WASHng ( LOSAng WASHng ) 1 88.039581 UNLIMITED
  NYCMng_ATLAng ( NYCMng ATLAng ) 1 42.210051 UNLIMITED
  NYCMng_CHINng ( NYCMng CHINng ) 1 129.862275 UNLIMITED
  NYCMng_DNVRng ( NYCMng DNVRng ) 1 121.892013 UNLIMITED
  NYCMng_HSTNng ( NYCMng HSTNng ) 1 56.667952 UNLIMITED
  NYCMng_IPLSng ( NYCMng IPLSng ) 1 31.270144 UNLIMITED
  NYCMng_KSCYng ( NYCMng KSCYng ) 1 10.696197 UNLIMITED
  NYCMng_LOSAng ( NYCMng LOSAng ) 1 0.679211 UNLIMITED
  NYCMng_SNVAng ( NYCMng SNVAng ) 1 0.026667 UNLIMITED
  NYCMng_STTLng ( NYCMng STTLng ) 1 2.693315 UNLIMITED
  NYCMng_WASHng ( NYCMng WASHng ) 1 94.943304 UNLIMITED
  SNVAng_ATLAng ( SNVAng ATLAng ) 1 0.421899 UNLIMITED
  SNVAng_CHINng ( SNVAng CHINng ) 1 0.026667 UNLIMITED
  SNVAng_HSTNng ( SNVAng HSTNng ) 1 1.835848 UNLIMITED
  SNVAng_LOSAng ( SNVAng LOSAng ) 1 2.095179 UNLIMITED
  SNVAng_NYCMng ( SNVAng NYCMng ) 1 0.053333 UNLIMITED
  SNVAng_STTLng ( SNVAng STTLng ) 1 47.222779 UNLIMITED
  SNVAng_WASHng ( SNVAng WASHng ) 1 1.419096 UNLIMITED
  STTLng_ATLAng ( STTLng ATLAng ) 1 9.987557 UNLIMITED
  STTLng_CHINng ( STTLng CHINng ) 1 3.379781 UNLIMITED
  STTLng_HSTNng ( STTLng HSTNng ) 1 8.189477 UNLIMITED
  STTLng_IPLSng ( STTLng IPLSng ) 1 0.048107 UNLIMITED
  STTLng_KSCYng ( STTLng KSCYng ) 1 0.152565 UNLIMITED
  STTLng_LOSAng ( STTLng LOSAng ) 1 9.919107 UNLIMITED
  STTLng_NYCMng ( STTLng NYCMng ) 1 0.847877 UNLIMITED
  STTLng_SNVAng ( STTLng SNVAng ) 1 85.986603 UNLIMITED
  STTLng_WASHng ( STTLng WASHng ) 1 6.797963 UNLIMITED
  WASHng_ATLAng ( WASHng ATLAng ) 1 96.198651 UNLIMITED
  WASHng_CHINng ( WASHng CHINng ) 1 100.848013 UNLIMITED
  WASHng_DNVRng ( WASHng DNVRng ) 1 13.390667 UNLIMITED
  WASHng_HSTNng ( WASHng HSTNng ) 1 208.827445 UNLIMITED
  WASHng_IPLSng ( WASHng IPLSng ) 1 23.644576 UNLIMITED
  WASHng_KSCYng ( WASHng KSCYng ) 1 15.013336 UNLIMITED
  WASHng_LOSAng ( WASHng LOSAng ) 1 0.075552 UNLIMITED
  WASHng_NYCMng ( WASHng NYCMng ) 1 159.203845 UNLIMITED
  WASHng_SNVAng ( WASHng SNVAng ) 1 0.053333 UNLIMITED
  WASHng_STTLng ( WASHng STTLng ) 1 4.688848 UNLIMITED
)

# ADMISSIBLE PATHS SECTION
#
# <demand_id> ( {<path_id> ( <link_id>+ )}+ )

