?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040506-0200-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040506-0200
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.055957 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 1.033419 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.327952 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.30236 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.473944 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.446923 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.879264 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.686955 UNLIMITED
  ATLAM5_SNVAng ( ATLAM5 SNVAng ) 1 0.120965 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.143019 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 1.33464 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.157536 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 19.564981 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 6.619483 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 3.614629 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 19.861576 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 3.518376 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 19.355365 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 10.143005 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.785659 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 5.508008 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 52.949019 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 1.721896 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 14.705133 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 21.572211 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 19.884592 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 62.846043 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 21.894709 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 86.170699 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 37.155749 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 3.546928 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 19.259901 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 39.681845 UNLIMITED
  DNVRng_ATLAM5 ( DNVRng ATLAM5 ) 1 1.057269 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 10.603877 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 61.030792 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 20.909384 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 28.090061 UNLIMITED
  DNVRng_KSCYng ( DNVRng KSCYng ) 1 16.732261 UNLIMITED
  DNVRng_LOSAng ( DNVRng LOSAng ) 1 31.567291 UNLIMITED
  DNVRng_NYCMng ( DNVRng NYCMng ) 1 14.029875 UNLIMITED
  DNVRng_SNVAng ( DNVRng SNVAng ) 1 10.473896 UNLIMITED
  DNVRng_STTLng ( DNVRng STTLng ) 1 16.863373 UNLIMITED
  DNVRng_WASHng ( DNVRng WASHng ) 1 40.501427 UNLIMITED
  HSTNng_ATLAM5 ( HSTNng ATLAM5 ) 1 1.212987 UNLIMITED
  HSTNng_ATLAng ( HSTNng ATLAng ) 1 3.277901 UNLIMITED
  HSTNng_CHINng ( HSTNng CHINng ) 1 31.287675 UNLIMITED
  HSTNng_DNVRng ( HSTNng DNVRng ) 1 2.796437 UNLIMITED
  HSTNng_IPLSng ( HSTNng IPLSng ) 1 11.531475 UNLIMITED
  HSTNng_KSCYng ( HSTNng KSCYng ) 1 2.688221 UNLIMITED
  HSTNng_LOSAng ( HSTNng LOSAng ) 1 26.295032 UNLIMITED
  HSTNng_NYCMng ( HSTNng NYCMng ) 1 21.731416 UNLIMITED
  HSTNng_SNVAng ( HSTNng SNVAng ) 1 1.3592 UNLIMITED
