0.01,0.99
0,0.441965,2.428819,1.161136,0.345955,2.963339,0.226315,1.401112,0.591933,0.07724,0.206269,2.351416
1.819685,0,46.055805,5.519424,7.241624,29.861216,12.550605,21.403597,14.068893,1.854299,8.410005,53.141715
1.615957,14.625163,0,16.685467,12.389733,34.443915,8.132504,25.739371,6.986125,3.235744,8.422843,10.742091
0.495125,3.369067,43.081504,0,6.039112,12.284235,15.869547,19.556048,13.359859,11.549808,15.905371,18.702627
0.425805,3.732864,30.231253,3.585992,0,11.242445,4.232496,80.028229,4.950835,2.771832,6.157864,7.593043
0.891085,17.279219,83.362512,6.448189,7.893744,0,14.135509,22.007587,22.339965,4.285259,9.103912,37.409784
0.849459,11.214872,34.740835,12.123051,6.755285,11.688573,0,10.402827,9.65424,1.387864,4.852216,14.893544
0.310515,16.412896,95.566056,8.282288,15.150475,67.239971,11.284843,0,52.380981,8.121501,26.560141,60.013901
3.176147,45.366744,81.974992,23.423875,43.196269,59.492216,25.592621,70.070061,0,9.303019,25.075744,84.953693
0.179917,0.862168,5.358859,10.298333,1.609912,3.796096,1.038888,2.259885,3.771888,0,4.893195,2.020293
0.998624,14.695957,40.306837,7.682416,4.718877,15.862224,5.432643,20.994264,14.292085,2.670304,0,10.931504
1.428749,120.904024,87.405555,52.841109,17.818861,41.727333,20.720893,70.485397,184.385323,4.331371,29.656605,0
