0.01,0.99
0,2.761944,2.870827,0.324771,2.197245,3.068891,0.902776,0.721205,1.373891,0.088683,0.198336,2.047781
0.637728,0,32.219264,10.134032,9.376077,20.87552,5.823408,18.897637,31.694795,1.067541,8.614333,44.585768
0.225677,15.748843,0,13.876608,26.963619,37.889251,7.645157,34.393088,4.037496,3.096219,9.584395,15.566603
0.222181,4.967027,42.732541,0,5.296821,12.503507,19.912104,18.945547,19.991645,19.953269,20.137195,18.400128
0.428219,3.541261,19.233277,6.17404,0,11.495875,3.226288,153.290997,11.505912,1.500816,2.613304,10.181485
0.250392,13.122728,81.377552,11.686933,7.286144,0,14.819173,20.4662,24.409555,5.205595,14.717128,39.892237
0.337597,6.703757,36.056296,11.621229,5.187933,15.974184,0,7.628091,9.202933,3.03256,3.779176,13.810525
0.811555,15.784869,72.3426,12.684264,14.751912,41.741963,8.920173,0,57.939448,4.740032,28.566747,87.193624
2.418453,46.047731,75.522245,20.7924,47.632952,72.17252,22.261232,73.775632,0,11.50992,31.950611,113.692571
0,1.322085,4.040723,12.767643,1.905651,2.961629,0.948445,2.486693,2.973251,0,4.803675,2.449917
0.243965,16.789984,47.101485,7.322117,5.2198,12.60968,6.166088,21.264995,29.001477,2.590379,0,10.029757
3.077371,141.436229,91.659621,41.853112,14.502632,65.194939,15.520283,45.758277,176.244619,8.801648,31.107213,0
