0.01,0.99
0,4.251909,1.891283,0.225893,0.42276,0.288733,0.929264,0.279365,0.617632,0.047427,0.091248,2.479531
0.428309,0,39.570107,9.514701,8.431104,25.803219,5.161043,18.715029,21.484931,0.789187,9.452477,51.125243
4.565792,14.516757,0,7.583672,6.672189,28.83404,15.049221,21.36544,5.457979,1.498997,8.580093,9.441029
0.153517,4.525704,63.291557,0,5.639187,11.380125,9.054656,19.025453,14.040933,18.043301,18.269299,16.557085
0.536557,4.477077,28.388184,5.491763,0,8.798227,3.687293,99.220304,8.880045,1.100597,1.895371,9.022763
7.469587,24.272504,81.699611,9.084851,5.597597,0,18.696317,19.7492,34.630219,4.502997,14.069496,43.120307
0.952968,5.544419,30.037603,8.904547,4.559984,15.312709,0,4.661771,7.243784,1.025355,3.756021,19.324581
0.277168,21.138272,128.306419,15.055837,12.774693,41.355267,8.997384,0,57.425947,5.467197,25.759309,53.459659
2.468496,36.879381,73.576488,14.007675,15.702787,70.090179,27.95152,69.439299,0,10.653709,32.379157,122.556597
0.489085,0.619552,6.470885,9.347901,0.895131,14.568184,0.881776,2.848347,5.836675,0,1.773493,2.252941
0.051723,16.621864,23.731944,4.261029,4.934355,7.206259,2.594421,20.598211,21.661053,3.656595,0,9.461291
0.552115,90.874701,94.125909,36.426315,26.032328,54.551891,17.934989,92.772043,157.756515,7.054581,23.102579,0
