0.01,0.06
0,0.580429,1.547387,0.239885,1.537184,0.526581,0.357059,0.109099,0.224635,0.043413,0.108309,3.522171
1.705363,0,30.593739,1.818816,4.118323,23.628421,18.321245,11.853677,17.074,1.294336,11.498739,156.066195
0.290965,14.034677,0,7.453197,3.409875,23.889603,9.596589,56.093203,12.278184,1.887411,7.833181,10.731048
0.593712,5.620261,54.977099,0,5.380621,14.815963,9.900915,6.678557,28.716531,12.499387,9.998739,27.694955
2.309083,5.629141,30.045616,1.429349,0,8.638675,3.837149,99.731157,8.700312,0.6588,1.431117,14.458859
0.998363,15.945549,128.141203,20.008235,13.099061,0,20.251197,76.470683,38.389469,2.779413,7.696088,32.694325
0.391563,17.291488,39.256216,4.557949,5.042389,19.884928,0,3.070509,6.917595,0.328256,2.29928,20.812461
0.261085,20.006669,147.692752,9.637739,66.057141,50.09964,9.688632,0,54.537837,3.725824,17.581877,70.520475
1.248941,44.164901,84.816632,12.74376,38.521168,75.307701,22.144621,47.41612,0,6.931997,19.806189,95.802832
0.085925,1.55148,16.742101,3.629101,1.133589,3.726389,0.543075,10.929373,2.852963,0,1.800568,2.797603
0.257408,24.700944,76.629011,2.800181,3.155485,12.704733,7.090365,15.071472,27.392848,5.723757,0,17.113427
1.016827,104.880851,84.889147,17.514221,20.155325,115.439008,31.1998,56.220085,169.062813,4.176104,32.708968,0
