0.01,0.06
0,4.647064,2.200755,0.176165,0.258032,1.747165,0.897696,0.493141,2.742083,0.08,0.158299,4.538584
1.702037,0,46.928592,6.470339,10.05808,43.010869,18.830661,21.31836,14.651699,2.683304,7.427765,97.88548
0.598483,16.414984,0,11.260021,10.509773,90.582403,7.446323,21.226744,5.879525,6.01952,6.666744,16.542032
0.055016,18.033051,76.295965,0,13.443709,36.08604,22.248197,12.485875,27.949379,14.961648,20.739117,72.112456
1.666128,6.13688,24.945147,2.940501,0,13.18752,3.575376,11.762851,20.00552,1.866189,1.945976,15.622485
1.050336,28.188291,147.047867,15.949912,7.746776,0,22.538443,30.382947,51.0944,6.725288,13.351861,101.668179
0.924099,9.443027,49.7732,10.359229,3.894403,17.220773,0,6.165875,8.302571,1.895963,3.170995,12.842424
0.475797,20.126693,166.090203,13.5708,9.397776,46.242355,10.625872,0,60.825717,10.286795,31.460811,71.161149
3.62288,46.215379,69.652016,32.824115,16.992315,80.885299,38.5074,54.518016,0,10.552488,22.615651,206.725013
0.103197,1.438568,9.602139,22.863613,0.547467,3.11916,2.106187,34.048267,2.121421,0,65.084592,2.404397
0.193245,15.039784,85.688331,7.335419,6.4706,27.1754,6.700523,28.040077,22.204568,10.177536,0,22.733219
2.982136,141.290749,95.358331,56.485715,33.238037,91.176619,43.960155,69.315163,226.774563,7.912261,35.558533,0
