?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany17-DFN-5min-20050215-0525

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20050215-0525
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany17
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Hannover ( 9.80 52.39 )
  Frankfurt ( 8.66 50.14 )
  Hamburg ( 10.08 53.55 )
  Norden ( 7.21 53.60 )
  Bremen ( 8.80 53.08 )
  Berlin ( 13.48 52.52 )
  Muenchen ( 11.55 48.15 )
  Ulm ( 9.99 48.40 )
  Nuernberg ( 11.08 49.45 )
  Stuttgart ( 9.12 48.73 )
  Karlsruhe ( 8.41 49.01 )
  Mannheim ( 8.49 49.49 )
  Essen ( 7.00 51.44 )
  Dortmund ( 7.48 51.51 )
  Duesseldorf ( 6.78 51.22 )
  Koeln ( 7.01 50.92 )
  Leipzig ( 12.38 51.34 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Bremen_Nuernberg ( Bremen Nuernberg ) 1 0.023052 UNLIMITED
  Bremen_Hamburg ( Bremen Hamburg ) 1 0.019973 UNLIMITED
  Berlin_Dortmund ( Berlin Dortmund ) 1 0.266257 UNLIMITED
  Stuttgart_Nuernberg ( Stuttgart Nuernberg ) 1 0.695335 UNLIMITED
  Hannover_Essen ( Hannover Essen ) 1 2.838733 UNLIMITED
  Leipzig_Hannover ( Leipzig Hannover ) 1 6.890559 UNLIMITED
  Bremen_Hannover ( Bremen Hannover ) 1 16.061242 UNLIMITED
  Muenchen_Hamburg ( Muenchen Hamburg ) 1 0.627738 UNLIMITED
  Berlin_Muenchen ( Berlin Muenchen ) 1 23.297754 UNLIMITED
  Koeln_Dortmund ( Koeln Dortmund ) 1 1.076507 UNLIMITED
  Stuttgart_Leipzig ( Stuttgart Leipzig ) 1 17.156915 UNLIMITED
  Hannover_Mannheim ( Hannover Mannheim ) 1 0.191522 UNLIMITED
  Frankfurt_Karlsruhe ( Frankfurt Karlsruhe ) 1 22.047252 UNLIMITED
  Bremen_Berlin ( Bremen Berlin ) 1 0.09829 UNLIMITED
  Berlin_Bremen ( Berlin Bremen ) 1 0.107697 UNLIMITED
  Hamburg_Frankfurt ( Hamburg Frankfurt ) 1 66.762326 UNLIMITED
  Nuernberg_Berlin ( Nuernberg Berlin ) 1 0.797901 UNLIMITED
  Muenchen_Duesseldorf ( Muenchen Duesseldorf ) 1 0.005061 UNLIMITED
  Hannover_Berlin ( Hannover Berlin ) 1 4.607463 UNLIMITED
  Koeln_Hannover ( Koeln Hannover ) 1 0.559047 UNLIMITED
  Bremen_Leipzig ( Bremen Leipzig ) 1 1.204177 UNLIMITED
  Norden_Koeln ( Norden Koeln ) 1 0.021955 UNLIMITED
  Berlin_Hannover ( Berlin Hannover ) 1 0.568897 UNLIMITED
  Norden_Frankfurt ( Norden Frankfurt ) 1 0.09128 UNLIMITED
  Karlsruhe_Dortmund ( Karlsruhe Dortmund ) 1 0.000148 UNLIMITED
  Nuernberg_Stuttgart ( Nuernberg Stuttgart ) 1 0.001215 UNLIMITED
  Karlsruhe_Bremen ( Karlsruhe Bremen ) 1 0.002555 UNLIMITED
  Karlsruhe_Hamburg ( Karlsruhe Hamburg ) 1 0.002235 UNLIMITED
  Stuttgart_Koeln ( Stuttgart Koeln ) 1 4.677848 UNLIMITED
  Koeln_Nuernberg ( Koeln Nuernberg ) 1 0.513749 UNLIMITED
  Nuernberg_Hannover ( Nuernberg Hannover ) 1 0.247027 UNLIMITED
  Hannover_Karlsruhe ( Hannover Karlsruhe ) 1 1.429504 UNLIMITED
  Frankfurt_Muenchen ( Frankfurt Muenchen ) 1 21.066625 UNLIMITED
  Leipzig_Frankfurt ( Leipzig Frankfurt ) 1 340.971674 UNLIMITED
  Essen_Duesseldorf ( Essen Duesseldorf ) 1 0.000026 UNLIMITED
  Hamburg_Mannheim ( Hamburg Mannheim ) 1 0.001602 UNLIMITED
  Mannheim_Hannover ( Mannheim Hannover ) 1 0.034026 UNLIMITED
  Essen_Hamburg ( Essen Hamburg ) 1 0.008541 UNLIMITED
  Koeln_Bremen ( Koeln Bremen ) 1 0.514705 UNLIMITED
  Karlsruhe_Nuernberg ( Karlsruhe Nuernberg ) 1 0.016329 UNLIMITED
  Muenchen_Berlin ( Muenchen Berlin ) 1 3.708328 UNLIMITED
  Dortmund_Muenchen ( Dortmund Muenchen ) 1 9.316413 UNLIMITED
