?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany17-DFN-5min-20050215-2105

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20050215-2105
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany17
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Hannover ( 9.80 52.39 )
  Frankfurt ( 8.66 50.14 )
  Hamburg ( 10.08 53.55 )
  Norden ( 7.21 53.60 )
  Bremen ( 8.80 53.08 )
  Berlin ( 13.48 52.52 )
  Muenchen ( 11.55 48.15 )
  Ulm ( 9.99 48.40 )
  Nuernberg ( 11.08 49.45 )
  Stuttgart ( 9.12 48.73 )
  Karlsruhe ( 8.41 49.01 )
  Mannheim ( 8.49 49.49 )
  Essen ( 7.00 51.44 )
  Dortmund ( 7.48 51.51 )
  Duesseldorf ( 6.78 51.22 )
  Koeln ( 7.01 50.92 )
  Leipzig ( 12.38 51.34 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Bremen_Nuernberg ( Bremen Nuernberg ) 1 0.062922 UNLIMITED
  Bremen_Hamburg ( Bremen Hamburg ) 1 0.563766 UNLIMITED
  Berlin_Dortmund ( Berlin Dortmund ) 1 1.217214 UNLIMITED
  Stuttgart_Nuernberg ( Stuttgart Nuernberg ) 1 2.388765 UNLIMITED
  Hannover_Essen ( Hannover Essen ) 1 6.626573 UNLIMITED
  Leipzig_Hannover ( Leipzig Hannover ) 1 24.870904 UNLIMITED
  Bremen_Hannover ( Bremen Hannover ) 1 39.450033 UNLIMITED
  Muenchen_Hamburg ( Muenchen Hamburg ) 1 1.29956 UNLIMITED
  Berlin_Muenchen ( Berlin Muenchen ) 1 49.542068 UNLIMITED
  Koeln_Dortmund ( Koeln Dortmund ) 1 1.085465 UNLIMITED
  Stuttgart_Leipzig ( Stuttgart Leipzig ) 1 18.469859 UNLIMITED
  Hannover_Mannheim ( Hannover Mannheim ) 1 2.265351 UNLIMITED
  Frankfurt_Karlsruhe ( Frankfurt Karlsruhe ) 1 46.919302 UNLIMITED
  Bremen_Berlin ( Bremen Berlin ) 1 0.348756 UNLIMITED
  Berlin_Bremen ( Berlin Bremen ) 1 0.367684 UNLIMITED
  Hamburg_Frankfurt ( Hamburg Frankfurt ) 1 100.624228 UNLIMITED
  Nuernberg_Berlin ( Nuernberg Berlin ) 1 1.133147 UNLIMITED
  Muenchen_Duesseldorf ( Muenchen Duesseldorf ) 1 0.008301 UNLIMITED
  Hannover_Berlin ( Hannover Berlin ) 1 23.364691 UNLIMITED
  Koeln_Hannover ( Koeln Hannover ) 1 2.537107 UNLIMITED
  Bremen_Leipzig ( Bremen Leipzig ) 1 6.787858 UNLIMITED
  Norden_Koeln ( Norden Koeln ) 1 0.094923 UNLIMITED
  Berlin_Hannover ( Berlin Hannover ) 1 0.779063 UNLIMITED
  Norden_Frankfurt ( Norden Frankfurt ) 1 0.681615 UNLIMITED
  Karlsruhe_Dortmund ( Karlsruhe Dortmund ) 1 0.450205 UNLIMITED
  Nuernberg_Stuttgart ( Nuernberg Stuttgart ) 1 0.125936 UNLIMITED
  Karlsruhe_Bremen ( Karlsruhe Bremen ) 1 0.089289 UNLIMITED
  Karlsruhe_Hamburg ( Karlsruhe Hamburg ) 1 0.26586 UNLIMITED
  Stuttgart_Koeln ( Stuttgart Koeln ) 1 7.830599 UNLIMITED
  Koeln_Nuernberg ( Koeln Nuernberg ) 1 0.442487 UNLIMITED
  Nuernberg_Hannover ( Nuernberg Hannover ) 1 0.296879 UNLIMITED
  Hannover_Karlsruhe ( Hannover Karlsruhe ) 1 7.450056 UNLIMITED
  Frankfurt_Muenchen ( Frankfurt Muenchen ) 1 75.174571 UNLIMITED
  Leipzig_Frankfurt ( Leipzig Frankfurt ) 1 442.748477 UNLIMITED
  Essen_Duesseldorf ( Essen Duesseldorf ) 1 0.008977 UNLIMITED
  Hamburg_Mannheim ( Hamburg Mannheim ) 1 0.007287 UNLIMITED
  Mannheim_Hannover ( Mannheim Hannover ) 1 0.062245 UNLIMITED
  Essen_Hamburg ( Essen Hamburg ) 1 0.017363 UNLIMITED
