?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany17-DFN-5min-20050215-0200

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20050215-0200
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany17
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Hannover ( 9.80 52.39 )
  Frankfurt ( 8.66 50.14 )
  Hamburg ( 10.08 53.55 )
  Norden ( 7.21 53.60 )
  Bremen ( 8.80 53.08 )
  Berlin ( 13.48 52.52 )
  Muenchen ( 11.55 48.15 )
  Ulm ( 9.99 48.40 )
  Nuernberg ( 11.08 49.45 )
  Stuttgart ( 9.12 48.73 )
  Karlsruhe ( 8.41 49.01 )
  Mannheim ( 8.49 49.49 )
  Essen ( 7.00 51.44 )
  Dortmund ( 7.48 51.51 )
  Duesseldorf ( 6.78 51.22 )
  Koeln ( 7.01 50.92 )
  Leipzig ( 12.38 51.34 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Bremen_Nuernberg ( Bremen Nuernberg ) 1 0.035729 UNLIMITED
  Bremen_Hamburg ( Bremen Hamburg ) 1 0.078509 UNLIMITED
  Berlin_Dortmund ( Berlin Dortmund ) 1 0.447633 UNLIMITED
  Stuttgart_Nuernberg ( Stuttgart Nuernberg ) 1 1.40318 UNLIMITED
  Hannover_Essen ( Hannover Essen ) 1 2.022524 UNLIMITED
  Leipzig_Hannover ( Leipzig Hannover ) 1 7.638628 UNLIMITED
  Bremen_Hannover ( Bremen Hannover ) 1 17.081311 UNLIMITED
  Muenchen_Hamburg ( Muenchen Hamburg ) 1 0.778526 UNLIMITED
  Berlin_Muenchen ( Berlin Muenchen ) 1 67.992863 UNLIMITED
  Koeln_Dortmund ( Koeln Dortmund ) 1 0.916697 UNLIMITED
  Stuttgart_Leipzig ( Stuttgart Leipzig ) 1 10.327483 UNLIMITED
  Hannover_Mannheim ( Hannover Mannheim ) 1 0.35212 UNLIMITED
  Frankfurt_Karlsruhe ( Frankfurt Karlsruhe ) 1 23.741325 UNLIMITED
  Bremen_Berlin ( Bremen Berlin ) 1 0.202603 UNLIMITED
  Berlin_Bremen ( Berlin Bremen ) 1 0.232688 UNLIMITED
  Hamburg_Frankfurt ( Hamburg Frankfurt ) 1 64.227485 UNLIMITED
  Nuernberg_Berlin ( Nuernberg Berlin ) 1 1.730303 UNLIMITED
  Muenchen_Duesseldorf ( Muenchen Duesseldorf ) 1 0.005175 UNLIMITED
  Hannover_Berlin ( Hannover Berlin ) 1 5.837139 UNLIMITED
  Koeln_Hannover ( Koeln Hannover ) 1 1.008403 UNLIMITED
  Bremen_Leipzig ( Bremen Leipzig ) 1 2.248665 UNLIMITED
  Norden_Koeln ( Norden Koeln ) 1 0.000048 UNLIMITED
  Berlin_Hannover ( Berlin Hannover ) 1 0.815127 UNLIMITED
  Norden_Frankfurt ( Norden Frankfurt ) 1 0.245212 UNLIMITED
  Karlsruhe_Dortmund ( Karlsruhe Dortmund ) 1 0.000179 UNLIMITED
  Nuernberg_Stuttgart ( Nuernberg Stuttgart ) 1 0.033856 UNLIMITED
  Karlsruhe_Bremen ( Karlsruhe Bremen ) 1 0.001367 UNLIMITED
  Karlsruhe_Hamburg ( Karlsruhe Hamburg ) 1 0.005365 UNLIMITED
  Stuttgart_Koeln ( Stuttgart Koeln ) 1 5.637716 UNLIMITED
  Koeln_Nuernberg ( Koeln Nuernberg ) 1 0.211713 UNLIMITED
  Hannover_Karlsruhe ( Hannover Karlsruhe ) 1 3.265146 UNLIMITED
  Nuernberg_Hannover ( Nuernberg Hannover ) 1 0.237392 UNLIMITED
  Frankfurt_Muenchen ( Frankfurt Muenchen ) 1 39.621418 UNLIMITED
  Leipzig_Frankfurt ( Leipzig Frankfurt ) 1 353.499763 UNLIMITED
  Essen_Duesseldorf ( Essen Duesseldorf ) 1 0.000032 UNLIMITED
  Hamburg_Mannheim ( Hamburg Mannheim ) 1 0.013208 UNLIMITED
  Mannheim_Hannover ( Mannheim Hannover ) 1 0.01388 UNLIMITED
  Essen_Hamburg ( Essen Hamburg ) 1 0.030059 UNLIMITED
  Koeln_Bremen ( Koeln Bremen ) 1 0.767759 UNLIMITED
  Karlsruhe_Nuernberg ( Karlsruhe Nuernberg ) 1 0.000629 UNLIMITED
  Muenchen_Berlin ( Muenchen Berlin ) 1 2.960941 UNLIMITED
  Dortmund_Muenchen ( Dortmund Muenchen ) 1 8.292124 UNLIMITED
  Duesseldorf_Hannover ( Duesseldorf Hannover ) 1 0.144271 UNLIMITED
  Karlsruhe_Stuttgart ( Karlsruhe Stuttgart ) 1 0.47151 UNLIMITED
  Mannheim_Hamburg ( Mannheim Hamburg ) 1 0.006626 UNLIMITED
  Muenchen_Leipzig ( Muenchen Leipzig ) 1 7.188736 UNLIMITED
  Duesseldorf_Koeln ( Duesseldorf Koeln ) 1 0.01795 UNLIMITED
  Stuttgart_Hamburg ( Stuttgart Hamburg ) 1 0.682162 UNLIMITED
  Ulm_Muenchen ( Ulm Muenchen ) 1 1.167178 UNLIMITED
  Leipzig_Mannheim ( Leipzig Mannheim ) 1 0.022281 UNLIMITED
  Karlsruhe_Frankfurt ( Karlsruhe Frankfurt ) 1 13.622139 UNLIMITED
  Hannover_Ulm ( Hannover Ulm ) 1 0.219039 UNLIMITED
  Berlin_Koeln ( Berlin Koeln ) 1 1.645155 UNLIMITED
  Berlin_Duesseldorf ( Berlin Duesseldorf ) 1 0.000671 UNLIMITED
  Nuernberg_Koeln ( Nuernberg Koeln ) 1 0.502573 UNLIMITED
  Leipzig_Essen ( Leipzig Essen ) 1 0.032009 UNLIMITED
  Nuernberg_Essen ( Nuernberg Essen ) 1 0.001553 UNLIMITED
  Frankfurt_Koeln ( Frankfurt Koeln ) 1 79.458313 UNLIMITED
  Mannheim_Frankfurt ( Mannheim Frankfurt ) 1 62.962649 UNLIMITED
  Essen_Muenchen ( Essen Muenchen ) 1 2.69303 UNLIMITED
