?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany17-DFN-5min-20050215-1540

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20050215-1540
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany17
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Hannover ( 9.80 52.39 )
  Frankfurt ( 8.66 50.14 )
  Hamburg ( 10.08 53.55 )
  Norden ( 7.21 53.60 )
  Bremen ( 8.80 53.08 )
  Berlin ( 13.48 52.52 )
  Muenchen ( 11.55 48.15 )
  Ulm ( 9.99 48.40 )
  Nuernberg ( 11.08 49.45 )
  Stuttgart ( 9.12 48.73 )
  Karlsruhe ( 8.41 49.01 )
  Mannheim ( 8.49 49.49 )
  Essen ( 7.00 51.44 )
  Dortmund ( 7.48 51.51 )
  Duesseldorf ( 6.78 51.22 )
  Koeln ( 7.01 50.92 )
  Leipzig ( 12.38 51.34 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Bremen_Nuernberg ( Bremen Nuernberg ) 1 0.204334 UNLIMITED
  Bremen_Hamburg ( Bremen Hamburg ) 1 0.502112 UNLIMITED
  Berlin_Dortmund ( Berlin Dortmund ) 1 1.570476 UNLIMITED
  Stuttgart_Nuernberg ( Stuttgart Nuernberg ) 1 12.142367 UNLIMITED
  Hannover_Essen ( Hannover Essen ) 1 9.888156 UNLIMITED
  Leipzig_Hannover ( Leipzig Hannover ) 1 19.924522 UNLIMITED
  Bremen_Hannover ( Bremen Hannover ) 1 38.280486 UNLIMITED
  Muenchen_Hamburg ( Muenchen Hamburg ) 1 3.01387 UNLIMITED
  Berlin_Muenchen ( Berlin Muenchen ) 1 46.749065 UNLIMITED
  Koeln_Dortmund ( Koeln Dortmund ) 1 1.868899 UNLIMITED
  Stuttgart_Leipzig ( Stuttgart Leipzig ) 1 27.19284 UNLIMITED
  Hannover_Mannheim ( Hannover Mannheim ) 1 3.488267 UNLIMITED
  Frankfurt_Karlsruhe ( Frankfurt Karlsruhe ) 1 108.507899 UNLIMITED
  Bremen_Berlin ( Bremen Berlin ) 1 2.507383 UNLIMITED
  Berlin_Bremen ( Berlin Bremen ) 1 3.059244 UNLIMITED
  Nuernberg_Berlin ( Nuernberg Berlin ) 1 20.575939 UNLIMITED
  Hamburg_Frankfurt ( Hamburg Frankfurt ) 1 142.243921 UNLIMITED
  Muenchen_Duesseldorf ( Muenchen Duesseldorf ) 1 0.038598 UNLIMITED
  Hannover_Berlin ( Hannover Berlin ) 1 35.54186 UNLIMITED
  Koeln_Hannover ( Koeln Hannover ) 1 5.208582 UNLIMITED
  Bremen_Leipzig ( Bremen Leipzig ) 1 2.592061 UNLIMITED
  Norden_Koeln ( Norden Koeln ) 1 0.001431 UNLIMITED
  Berlin_Hannover ( Berlin Hannover ) 1 2.888969 UNLIMITED
  Norden_Frankfurt ( Norden Frankfurt ) 1 1.581012 UNLIMITED
  Karlsruhe_Dortmund ( Karlsruhe Dortmund ) 1 1.308905 UNLIMITED
  Nuernberg_Stuttgart ( Nuernberg Stuttgart ) 1 0.052927 UNLIMITED
  Karlsruhe_Bremen ( Karlsruhe Bremen ) 1 0.423256 UNLIMITED
  Dortmund_Ulm ( Dortmund Ulm ) 1 0.003535 UNLIMITED
  Karlsruhe_Hamburg ( Karlsruhe Hamburg ) 1 9.57096 UNLIMITED
  Stuttgart_Koeln ( Stuttgart Koeln ) 1 13.435513 UNLIMITED
  Koeln_Nuernberg ( Koeln Nuernberg ) 1 0.86385 UNLIMITED
  Nuernberg_Hannover ( Nuernberg Hannover ) 1 1.141636 UNLIMITED
  Hannover_Karlsruhe ( Hannover Karlsruhe ) 1 20.804136 UNLIMITED
  Frankfurt_Muenchen ( Frankfurt Muenchen ) 1 139.933678 UNLIMITED
  Leipzig_Frankfurt ( Leipzig Frankfurt ) 1 437.152228 UNLIMITED
  Essen_Duesseldorf ( Essen Duesseldorf ) 1 0.711638 UNLIMITED
  Hamburg_Mannheim ( Hamburg Mannheim ) 1 0.013654 UNLIMITED
  Mannheim_Hannover ( Mannheim Hannover ) 1 0.1493 UNLIMITED
  Essen_Hamburg ( Essen Hamburg ) 1 0.191167 UNLIMITED
  Koeln_Bremen ( Koeln Bremen ) 1 3.022224 UNLIMITED
  Karlsruhe_Nuernberg ( Karlsruhe Nuernberg ) 1 1.975151 UNLIMITED
  Muenchen_Berlin ( Muenchen Berlin ) 1 19.693001 UNLIMITED
  Dortmund_Muenchen ( Dortmund Muenchen ) 1 16.888578 UNLIMITED
  Duesseldorf_Hannover ( Duesseldorf Hannover ) 1 0.281132 UNLIMITED
  Karlsruhe_Stuttgart ( Karlsruhe Stuttgart ) 1 3.729852 UNLIMITED
  Mannheim_Hamburg ( Mannheim Hamburg ) 1 0.027476 UNLIMITED
  Muenchen_Leipzig ( Muenchen Leipzig ) 1 13.243856 UNLIMITED
  Essen_Ulm ( Essen Ulm ) 1 0.000407 UNLIMITED
  Duesseldorf_Koeln ( Duesseldorf Koeln ) 1 0.237212 UNLIMITED
  Stuttgart_Hamburg ( Stuttgart Hamburg ) 1 5.46873 UNLIMITED
  Ulm_Muenchen ( Ulm Muenchen ) 1 1.920037 UNLIMITED
  Ulm_Hamburg ( Ulm Hamburg ) 1 0.001686 UNLIMITED
  Leipzig_Mannheim ( Leipzig Mannheim ) 1 2.401225 UNLIMITED
  Karlsruhe_Frankfurt ( Karlsruhe Frankfurt ) 1 35.223511 UNLIMITED
  Hannover_Ulm ( Hannover Ulm ) 1 0.224506 UNLIMITED
  Berlin_Koeln ( Berlin Koeln ) 1 3.975129 UNLIMITED
  Berlin_Duesseldorf ( Berlin Duesseldorf ) 1 0.001091 UNLIMITED
