?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany17-DFN-5min-20050215-1920

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20050215-1920
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany17
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Hannover ( 9.80 52.39 )
  Frankfurt ( 8.66 50.14 )
  Hamburg ( 10.08 53.55 )
  Norden ( 7.21 53.60 )
  Bremen ( 8.80 53.08 )
  Berlin ( 13.48 52.52 )
  Muenchen ( 11.55 48.15 )
  Ulm ( 9.99 48.40 )
  Nuernberg ( 11.08 49.45 )
  Stuttgart ( 9.12 48.73 )
  Karlsruhe ( 8.41 49.01 )
  Mannheim ( 8.49 49.49 )
  Essen ( 7.00 51.44 )
  Dortmund ( 7.48 51.51 )
  Duesseldorf ( 6.78 51.22 )
  Koeln ( 7.01 50.92 )
  Leipzig ( 12.38 51.34 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Bremen_Nuernberg ( Bremen Nuernberg ) 1 0.14258 UNLIMITED
  Bremen_Hamburg ( Bremen Hamburg ) 1 0.146876 UNLIMITED
  Berlin_Dortmund ( Berlin Dortmund ) 1 1.336768 UNLIMITED
  Stuttgart_Nuernberg ( Stuttgart Nuernberg ) 1 4.634468 UNLIMITED
  Mannheim_Duesseldorf ( Mannheim Duesseldorf ) 1 0.000606 UNLIMITED
  Hannover_Essen ( Hannover Essen ) 1 4.984174 UNLIMITED
  Leipzig_Hannover ( Leipzig Hannover ) 1 17.687113 UNLIMITED
  Bremen_Hannover ( Bremen Hannover ) 1 39.567836 UNLIMITED
  Muenchen_Hamburg ( Muenchen Hamburg ) 1 1.360694 UNLIMITED
  Berlin_Muenchen ( Berlin Muenchen ) 1 62.440393 UNLIMITED
  Koeln_Dortmund ( Koeln Dortmund ) 1 3.881964 UNLIMITED
  Stuttgart_Leipzig ( Stuttgart Leipzig ) 1 17.495407 UNLIMITED
  Hannover_Mannheim ( Hannover Mannheim ) 1 3.135365 UNLIMITED
  Frankfurt_Karlsruhe ( Frankfurt Karlsruhe ) 1 69.079404 UNLIMITED
  Bremen_Berlin ( Bremen Berlin ) 1 0.334141 UNLIMITED
  Berlin_Bremen ( Berlin Bremen ) 1 0.752499 UNLIMITED
  Hamburg_Frankfurt ( Hamburg Frankfurt ) 1 117.128181 UNLIMITED
  Nuernberg_Berlin ( Nuernberg Berlin ) 1 3.481725 UNLIMITED
  Muenchen_Duesseldorf ( Muenchen Duesseldorf ) 1 0.049596 UNLIMITED
  Hannover_Berlin ( Hannover Berlin ) 1 30.307855 UNLIMITED
  Koeln_Hannover ( Koeln Hannover ) 1 3.207716 UNLIMITED
  Bremen_Leipzig ( Bremen Leipzig ) 1 9.774927 UNLIMITED
  Norden_Koeln ( Norden Koeln ) 1 0.01732 UNLIMITED
  Berlin_Hannover ( Berlin Hannover ) 1 1.776238 UNLIMITED
  Norden_Frankfurt ( Norden Frankfurt ) 1 0.935447 UNLIMITED
  Karlsruhe_Dortmund ( Karlsruhe Dortmund ) 1 0.253909 UNLIMITED
  Nuernberg_Stuttgart ( Nuernberg Stuttgart ) 1 0.018429 UNLIMITED
  Karlsruhe_Bremen ( Karlsruhe Bremen ) 1 1.512734 UNLIMITED
  Karlsruhe_Hamburg ( Karlsruhe Hamburg ) 1 0.917859 UNLIMITED
  Stuttgart_Koeln ( Stuttgart Koeln ) 1 13.47554 UNLIMITED
  Koeln_Nuernberg ( Koeln Nuernberg ) 1 0.59128 UNLIMITED
  Nuernberg_Hannover ( Nuernberg Hannover ) 1 0.380407 UNLIMITED
  Hannover_Karlsruhe ( Hannover Karlsruhe ) 1 10.893411 UNLIMITED
  Frankfurt_Muenchen ( Frankfurt Muenchen ) 1 73.038596 UNLIMITED
  Leipzig_Frankfurt ( Leipzig Frankfurt ) 1 443.810338 UNLIMITED
  Essen_Duesseldorf ( Essen Duesseldorf ) 1 0.96833 UNLIMITED
  Hamburg_Mannheim ( Hamburg Mannheim ) 1 0.010979 UNLIMITED
  Mannheim_Hannover ( Mannheim Hannover ) 1 0.0684 UNLIMITED
  Essen_Hamburg ( Essen Hamburg ) 1 0.036873 UNLIMITED
  Koeln_Bremen ( Koeln Bremen ) 1 1.567198 UNLIMITED
  Karlsruhe_Nuernberg ( Karlsruhe Nuernberg ) 1 0.302292 UNLIMITED
  Muenchen_Berlin ( Muenchen Berlin ) 1 16.446866 UNLIMITED
  Dortmund_Muenchen ( Dortmund Muenchen ) 1 12.938374 UNLIMITED
  Duesseldorf_Hannover ( Duesseldorf Hannover ) 1 0.16468 UNLIMITED
  Karlsruhe_Stuttgart ( Karlsruhe Stuttgart ) 1 8.490427 UNLIMITED
  Mannheim_Hamburg ( Mannheim Hamburg ) 1 0.173631 UNLIMITED
  Muenchen_Leipzig ( Muenchen Leipzig ) 1 11.052102 UNLIMITED
  Duesseldorf_Koeln ( Duesseldorf Koeln ) 1 0.013658 UNLIMITED
  Stuttgart_Hamburg ( Stuttgart Hamburg ) 1 4.656179 UNLIMITED
  Ulm_Muenchen ( Ulm Muenchen ) 1 3.925418 UNLIMITED
  Ulm_Hamburg ( Ulm Hamburg ) 1 0.000016 UNLIMITED
  Leipzig_Mannheim ( Leipzig Mannheim ) 1 0.156784 UNLIMITED
  Karlsruhe_Frankfurt ( Karlsruhe Frankfurt ) 1 35.253856 UNLIMITED
  Hannover_Ulm ( Hannover Ulm ) 1 0.151924 UNLIMITED
  Berlin_Koeln ( Berlin Koeln ) 1 7.198286 UNLIMITED
  Berlin_Duesseldorf ( Berlin Duesseldorf ) 1 0.006901 UNLIMITED
  Nuernberg_Koeln ( Nuernberg Koeln ) 1 5.874133 UNLIMITED
  Leipzig_Essen ( Leipzig Essen ) 1 0.544757 UNLIMITED
  Nuernberg_Essen ( Nuernberg Essen ) 1 0.009778 UNLIMITED
  Frankfurt_Koeln ( Frankfurt Koeln ) 1 193.669804 UNLIMITED
  Essen_Muenchen ( Essen Muenchen ) 1 3.559974 UNLIMITED
  Mannheim_Frankfurt ( Mannheim Frankfurt ) 1 94.820591 UNLIMITED
  Leipzig_Duesseldorf ( Leipzig Duesseldorf ) 1 0.019068 UNLIMITED
  Muenchen_Karlsruhe ( Muenchen Karlsruhe ) 1 0.62443 UNLIMITED
  Bremen_Frankfurt ( Bremen Frankfurt ) 1 101.784953 UNLIMITED
  Duesseldorf_Bremen ( Duesseldorf Bremen ) 1 0.122407 UNLIMITED
  Frankfurt_Nuernberg ( Frankfurt Nuernberg ) 1 67.507858 UNLIMITED
  Ulm_Bremen ( Ulm Bremen ) 1 0.000825 UNLIMITED
  Nuernberg_Frankfurt ( Nuernberg Frankfurt ) 1 167.01104 UNLIMITED
  Ulm_Nuernberg ( Ulm Nuernberg ) 1 0.001772 UNLIMITED
  Muenchen_Mannheim ( Muenchen Mannheim ) 1 0.259921 UNLIMITED
  Mannheim_Bremen ( Mannheim Bremen ) 1 0.575512 UNLIMITED
  Hannover_Frankfurt ( Hannover Frankfurt ) 1 283.127085 UNLIMITED
  Duesseldorf_Stuttgart ( Duesseldorf Stuttgart ) 1 0.269366 UNLIMITED
  Stuttgart_Bremen ( Stuttgart Bremen ) 1 3.959694 UNLIMITED
  Essen_Nuernberg ( Essen Nuernberg ) 1 0.010004 UNLIMITED
  Stuttgart_Dortmund ( Stuttgart Dortmund ) 1 3.97494 UNLIMITED
  Koeln_Mannheim ( Koeln Mannheim ) 1 0.130517 UNLIMITED
  Hamburg_Nuernberg ( Hamburg Nuernberg ) 1 0.002221 UNLIMITED
  Ulm_Frankfurt ( Ulm Frankfurt ) 1 1.089478 UNLIMITED
  Bremen_Norden ( Bremen Norden ) 1 0.080051 UNLIMITED
  Berlin_Essen ( Berlin Essen ) 1 0.141367 UNLIMITED
  Karlsruhe_Leipzig ( Karlsruhe Leipzig ) 1 2.544128 UNLIMITED
  Leipzig_Berlin ( Leipzig Berlin ) 1 6.812714 UNLIMITED
  Leipzig_Koeln ( Leipzig Koeln ) 1 18.464826 UNLIMITED
  Berlin_Frankfurt ( Berlin Frankfurt ) 1 244.439289 UNLIMITED
  Duesseldorf_Dortmund ( Duesseldorf Dortmund ) 1 0.054607 UNLIMITED
  Koeln_Leipzig ( Koeln Leipzig ) 1 8.741176 UNLIMITED
  Karlsruhe_Muenchen ( Karlsruhe Muenchen ) 1 0.674732 UNLIMITED
  Dortmund_Essen ( Dortmund Essen ) 1 0.226685 UNLIMITED
  Leipzig_Hamburg ( Leipzig Hamburg ) 1 2.936782 UNLIMITED
  Bremen_Muenchen ( Bremen Muenchen ) 1 10.720185 UNLIMITED
  Essen_Stuttgart ( Essen Stuttgart ) 1 0.00563 UNLIMITED
  Bremen_Koeln ( Bremen Koeln ) 1 1.813931 UNLIMITED
  Muenchen_Bremen ( Muenchen Bremen ) 1 2.59181 UNLIMITED
  Berlin_Hamburg ( Berlin Hamburg ) 1 13.325989 UNLIMITED
  Koeln_Muenchen ( Koeln Muenchen ) 1 2.801985 UNLIMITED
  Hannover_Nuernberg ( Hannover Nuernberg ) 1 7.523015 UNLIMITED
  Essen_Koeln ( Essen Koeln ) 1 2.232461 UNLIMITED
  Frankfurt_Leipzig ( Frankfurt Leipzig ) 1 302.031781 UNLIMITED
  Hannover_Muenchen ( Hannover Muenchen ) 1 41.460138 UNLIMITED
  Leipzig_Norden ( Leipzig Norden ) 1 0.010862 UNLIMITED
  Hamburg_Ulm ( Hamburg Ulm ) 1 0.000002 UNLIMITED
  Muenchen_Dortmund ( Muenchen Dortmund ) 1 1.769116 UNLIMITED
  Ulm_Hannover ( Ulm Hannover ) 1 0.000057 UNLIMITED
  Berlin_Norden ( Berlin Norden ) 1 0.003712 UNLIMITED
  Stuttgart_Essen ( Stuttgart Essen ) 1 1.413612 UNLIMITED
  Hamburg_Muenchen ( Hamburg Muenchen ) 1 5.061306 UNLIMITED
  Dortmund_Berlin ( Dortmund Berlin ) 1 0.891712 UNLIMITED
  Hamburg_Leipzig ( Hamburg Leipzig ) 1 12.189417 UNLIMITED
  Nuernberg_Dortmund ( Nuernberg Dortmund ) 1 0.026183 UNLIMITED
  Koeln_Norden ( Koeln Norden ) 1 0.035728 UNLIMITED
  Dortmund_Frankfurt ( Dortmund Frankfurt ) 1 110.662038 UNLIMITED
  Hamburg_Berlin ( Hamburg Berlin ) 1 1.583202 UNLIMITED
  Duesseldorf_Mannheim ( Duesseldorf Mannheim ) 1 0.00019 UNLIMITED
  Stuttgart_Norden ( Stuttgart Norden ) 1 0.015633 UNLIMITED
  Stuttgart_Karlsruhe ( Stuttgart Karlsruhe ) 1 1.26906 UNLIMITED
