?SNDlib native format; type: network; version: 1.0
# network demandMatrix-germany17-DFN-5min-20050215-0410

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20050215-0410
  unit  = MBITPERSEC
  origin  = DFN Verein http://www.dfn.de, German Research Network, measurements mapped to germany17
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  Hannover ( 9.80 52.39 )
  Frankfurt ( 8.66 50.14 )
  Hamburg ( 10.08 53.55 )
  Norden ( 7.21 53.60 )
  Bremen ( 8.80 53.08 )
  Berlin ( 13.48 52.52 )
  Muenchen ( 11.55 48.15 )
  Ulm ( 9.99 48.40 )
  Nuernberg ( 11.08 49.45 )
  Stuttgart ( 9.12 48.73 )
  Karlsruhe ( 8.41 49.01 )
  Mannheim ( 8.49 49.49 )
  Essen ( 7.00 51.44 )
  Dortmund ( 7.48 51.51 )
  Duesseldorf ( 6.78 51.22 )
  Koeln ( 7.01 50.92 )
  Leipzig ( 12.38 51.34 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  Bremen_Nuernberg ( Bremen Nuernberg ) 1 0.010116 UNLIMITED
  Bremen_Hamburg ( Bremen Hamburg ) 1 0.020323 UNLIMITED
  Berlin_Dortmund ( Berlin Dortmund ) 1 0.15521 UNLIMITED
  Stuttgart_Nuernberg ( Stuttgart Nuernberg ) 1 1.371761 UNLIMITED
  Hannover_Essen ( Hannover Essen ) 1 1.798381 UNLIMITED
  Leipzig_Hannover ( Leipzig Hannover ) 1 5.452911 UNLIMITED
  Bremen_Hannover ( Bremen Hannover ) 1 14.404265 UNLIMITED
  Muenchen_Hamburg ( Muenchen Hamburg ) 1 0.753166 UNLIMITED
  Berlin_Muenchen ( Berlin Muenchen ) 1 49.548101 UNLIMITED
  Koeln_Dortmund ( Koeln Dortmund ) 1 0.863575 UNLIMITED
  Stuttgart_Leipzig ( Stuttgart Leipzig ) 1 35.218004 UNLIMITED
  Hannover_Mannheim ( Hannover Mannheim ) 1 0.265654 UNLIMITED
  Frankfurt_Karlsruhe ( Frankfurt Karlsruhe ) 1 24.10845 UNLIMITED
  Bremen_Berlin ( Bremen Berlin ) 1 0.117442 UNLIMITED
  Berlin_Bremen ( Berlin Bremen ) 1 0.102455 UNLIMITED
  Hamburg_Frankfurt ( Hamburg Frankfurt ) 1 50.185686 UNLIMITED
  Nuernberg_Berlin ( Nuernberg Berlin ) 1 1.557124 UNLIMITED
  Muenchen_Duesseldorf ( Muenchen Duesseldorf ) 1 0.008634 UNLIMITED
  Hannover_Berlin ( Hannover Berlin ) 1 10.759509 UNLIMITED
  Koeln_Hannover ( Koeln Hannover ) 1 0.528439 UNLIMITED
  Bremen_Leipzig ( Bremen Leipzig ) 1 0.999048 UNLIMITED
  Norden_Koeln ( Norden Koeln ) 1 0.00003 UNLIMITED
  Berlin_Hannover ( Berlin Hannover ) 1 0.612654 UNLIMITED
  Norden_Frankfurt ( Norden Frankfurt ) 1 0.119517 UNLIMITED
  Karlsruhe_Dortmund ( Karlsruhe Dortmund ) 1 0.00002 UNLIMITED
  Nuernberg_Stuttgart ( Nuernberg Stuttgart ) 1 0.004646 UNLIMITED
  Karlsruhe_Hamburg ( Karlsruhe Hamburg ) 1 0.012984 UNLIMITED
  Stuttgart_Koeln ( Stuttgart Koeln ) 1 3.99615 UNLIMITED
  Koeln_Nuernberg ( Koeln Nuernberg ) 1 0.069093 UNLIMITED
  Hannover_Karlsruhe ( Hannover Karlsruhe ) 1 22.610729 UNLIMITED
  Nuernberg_Hannover ( Nuernberg Hannover ) 1 7.978938 UNLIMITED
  Frankfurt_Muenchen ( Frankfurt Muenchen ) 1 24.142549 UNLIMITED
  Leipzig_Frankfurt ( Leipzig Frankfurt ) 1 356.737449 UNLIMITED
