?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040623-1825-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040623-1825
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.161717 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.187331 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.324616 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.110853 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 1.382909 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.296029 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.227443 UNLIMITED
  ATLAM5_SNVAng ( ATLAM5 SNVAng ) 1 0.269363 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.372851 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 1.585155 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.06196 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 23.367139 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 5.425248 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 29.939336 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 21.247064 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 4.605173 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 20.357327 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 6.566107 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 7.314649 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 2.600229 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 45.220096 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 0.605608 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 34.068619 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 27.863797 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 19.081184 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 75.551829 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 12.33616 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 21.102069 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 15.206221 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 37.621653 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 9.077525 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 43.28976 UNLIMITED
  DNVRng_ATLAM5 ( DNVRng ATLAM5 ) 1 0.259371 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 18.203635 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 62.462261 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 19.781413 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 41.993699 UNLIMITED
  DNVRng_KSCYng ( DNVRng KSCYng ) 1 28.585968 UNLIMITED
  DNVRng_LOSAng ( DNVRng LOSAng ) 1 15.303587 UNLIMITED
  DNVRng_NYCMng ( DNVRng NYCMng ) 1 20.486064 UNLIMITED
  DNVRng_SNVAng ( DNVRng SNVAng ) 1 18.538952 UNLIMITED
  DNVRng_STTLng ( DNVRng STTLng ) 1 28.414891 UNLIMITED
  DNVRng_WASHng ( DNVRng WASHng ) 1 49.397043 UNLIMITED
  HSTNng_ATLAM5 ( HSTNng ATLAM5 ) 1 4.291707 UNLIMITED
  HSTNng_ATLAng ( HSTNng ATLAng ) 1 8.840509 UNLIMITED
  HSTNng_CHINng ( HSTNng CHINng ) 1 17.759941 UNLIMITED
  HSTNng_DNVRng ( HSTNng DNVRng ) 1 1.995445 UNLIMITED
  HSTNng_IPLSng ( HSTNng IPLSng ) 1 5.926696 UNLIMITED
  HSTNng_KSCYng ( HSTNng KSCYng ) 1 4.528837 UNLIMITED
  HSTNng_LOSAng ( HSTNng LOSAng ) 1 51.22964 UNLIMITED
  HSTNng_NYCMng ( HSTNng NYCMng ) 1 9.353632 UNLIMITED
  HSTNng_SNVAng ( HSTNng SNVAng ) 1 0.239 UNLIMITED
  HSTNng_STTLng ( HSTNng STTLng ) 1 1.727632 UNLIMITED
  HSTNng_WASHng ( HSTNng WASHng ) 1 8.499059 UNLIMITED
  IPLSng_ATLAM5 ( IPLSng ATLAM5 ) 1 0.63664 UNLIMITED
  IPLSng_ATLAng ( IPLSng ATLAng ) 1 40.674672 UNLIMITED
  IPLSng_CHINng ( IPLSng CHINng ) 1 141.192963 UNLIMITED
  IPLSng_DNVRng ( IPLSng DNVRng ) 1 16.765048 UNLIMITED
  IPLSng_HSTNng ( IPLSng HSTNng ) 1 22.197883 UNLIMITED
  IPLSng_KSCYng ( IPLSng KSCYng ) 1 18.823373 UNLIMITED
  IPLSng_LOSAng ( IPLSng LOSAng ) 1 14.011213 UNLIMITED
  IPLSng_NYCMng ( IPLSng NYCMng ) 1 71.695483 UNLIMITED
  IPLSng_SNVAng ( IPLSng SNVAng ) 1 15.758653 UNLIMITED
  IPLSng_STTLng ( IPLSng STTLng ) 1 14.571629 UNLIMITED
  IPLSng_WASHng ( IPLSng WASHng ) 1 63.151392 UNLIMITED
  KSCYng_ATLAM5 ( KSCYng ATLAM5 ) 1 0.458277 UNLIMITED
  KSCYng_ATLAng ( KSCYng ATLAng ) 1 15.366832 UNLIMITED
  KSCYng_CHINng ( KSCYng CHINng ) 1 38.708053 UNLIMITED
  KSCYng_DNVRng ( KSCYng DNVRng ) 1 11.874672 UNLIMITED
  KSCYng_HSTNng ( KSCYng HSTNng ) 1 3.471976 UNLIMITED
  KSCYng_IPLSng ( KSCYng IPLSng ) 1 14.511277 UNLIMITED
  KSCYng_LOSAng ( KSCYng LOSAng ) 1 5.831939 UNLIMITED
  KSCYng_NYCMng ( KSCYng NYCMng ) 1 14.108744 UNLIMITED
  KSCYng_SNVAng ( KSCYng SNVAng ) 1 7.562251 UNLIMITED
  KSCYng_STTLng ( KSCYng STTLng ) 1 4.700213 UNLIMITED
  KSCYng_WASHng ( KSCYng WASHng ) 1 20.820723 UNLIMITED
  LOSAng_ATLAM5 ( LOSAng ATLAM5 ) 1 0.198384 UNLIMITED
  LOSAng_ATLAng ( LOSAng ATLAng ) 1 30.389749 UNLIMITED
  LOSAng_CHINng ( LOSAng CHINng ) 1 121.123749 UNLIMITED
  LOSAng_DNVRng ( LOSAng DNVRng ) 1 36.921224 UNLIMITED
  LOSAng_HSTNng ( LOSAng HSTNng ) 1 25.411339 UNLIMITED
  LOSAng_IPLSng ( LOSAng IPLSng ) 1 48.761405 UNLIMITED
  LOSAng_KSCYng ( LOSAng KSCYng ) 1 15.184165 UNLIMITED
  LOSAng_NYCMng ( LOSAng NYCMng ) 1 40.86552 UNLIMITED
  LOSAng_SNVAng ( LOSAng SNVAng ) 1 19.803133 UNLIMITED
  LOSAng_STTLng ( LOSAng STTLng ) 1 45.482221 UNLIMITED
  LOSAng_WASHng ( LOSAng WASHng ) 1 53.149611 UNLIMITED
  NYCMng_ATLAM5 ( NYCMng ATLAM5 ) 1 1.01548 UNLIMITED
  NYCMng_ATLAng ( NYCMng ATLAng ) 1 43.124096 UNLIMITED
  NYCMng_CHINng ( NYCMng CHINng ) 1 39.25836 UNLIMITED
  NYCMng_DNVRng ( NYCMng DNVRng ) 1 32.495717 UNLIMITED
  NYCMng_HSTNng ( NYCMng HSTNng ) 1 12.567789 UNLIMITED
  NYCMng_IPLSng ( NYCMng IPLSng ) 1 43.132211 UNLIMITED
  NYCMng_KSCYng ( NYCMng KSCYng ) 1 28.536251 UNLIMITED
  NYCMng_LOSAng ( NYCMng LOSAng ) 1 56.772512 UNLIMITED
  NYCMng_SNVAng ( NYCMng SNVAng ) 1 37.388067 UNLIMITED
  NYCMng_STTLng ( NYCMng STTLng ) 1 38.768523 UNLIMITED
  NYCMng_WASHng ( NYCMng WASHng ) 1 76.33036 UNLIMITED
  SNVAng_ATLAng ( SNVAng ATLAng ) 1 0.026667 UNLIMITED
  SNVAng_CHINng ( SNVAng CHINng ) 1 0.924227 UNLIMITED
  SNVAng_DNVRng ( SNVAng DNVRng ) 1 1.087453 UNLIMITED
  SNVAng_HSTNng ( SNVAng HSTNng ) 1 0.214099 UNLIMITED
  SNVAng_IPLSng ( SNVAng IPLSng ) 1 0.374363 UNLIMITED
  SNVAng_KSCYng ( SNVAng KSCYng ) 1 0.08 UNLIMITED
  SNVAng_LOSAng ( SNVAng LOSAng ) 1 6.138909 UNLIMITED
  SNVAng_NYCMng ( SNVAng NYCMng ) 1 0.144669 UNLIMITED
  SNVAng_STTLng ( SNVAng STTLng ) 1 29.646627 UNLIMITED
  SNVAng_WASHng ( SNVAng WASHng ) 1 0.326589 UNLIMITED
  STTLng_ATLAM5 ( STTLng ATLAM5 ) 1 0.894357 UNLIMITED
  STTLng_ATLAng ( STTLng ATLAng ) 1 14.308416 UNLIMITED
  STTLng_CHINng ( STTLng CHINng ) 1 24.7256 UNLIMITED
  STTLng_DNVRng ( STTLng DNVRng ) 1 7.125299 UNLIMITED
  STTLng_HSTNng ( STTLng HSTNng ) 1 8.308035 UNLIMITED
  STTLng_IPLSng ( STTLng IPLSng ) 1 15.731016 UNLIMITED
  STTLng_KSCYng ( STTLng KSCYng ) 1 3.676813 UNLIMITED
  STTLng_LOSAng ( STTLng LOSAng ) 1 29.593357 UNLIMITED
  STTLng_NYCMng ( STTLng NYCMng ) 1 25.929765 UNLIMITED
  STTLng_SNVAng ( STTLng SNVAng ) 1 20.137611 UNLIMITED
  STTLng_WASHng ( STTLng WASHng ) 1 36.783571 UNLIMITED
  WASHng_ATLAM5 ( WASHng ATLAM5 ) 1 0.848736 UNLIMITED
  WASHng_ATLAng ( WASHng ATLAng ) 1 197.184411 UNLIMITED
  WASHng_CHINng ( WASHng CHINng ) 1 93.187251 UNLIMITED
  WASHng_DNVRng ( WASHng DNVRng ) 1 115.01828 UNLIMITED
  WASHng_HSTNng ( WASHng HSTNng ) 1 59.537221 UNLIMITED
  WASHng_IPLSng ( WASHng IPLSng ) 1 105.802285 UNLIMITED
  WASHng_KSCYng ( WASHng KSCYng ) 1 32.603763 UNLIMITED
  WASHng_LOSAng ( WASHng LOSAng ) 1 65.921027 UNLIMITED
  WASHng_NYCMng ( WASHng NYCMng ) 1 205.823763 UNLIMITED
  WASHng_SNVAng ( WASHng SNVAng ) 1 28.768803 UNLIMITED
  WASHng_STTLng ( WASHng STTLng ) 1 42.48736 UNLIMITED
)

# ADMISSIBLE PATHS SECTION
#
# <demand_id> ( {<path_id> ( <link_id>+ )}+ )

ADMISSIBLE_PATHS ( 
)
