?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040819-0220-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040819-0220
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 2.863112 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.64416 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.026667 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.102877 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.028 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.265715 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.124341 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.978237 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 1.121792 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 4.957259 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 8.668728 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 4.318893 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 5.237123 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 12.678261 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 2.314693 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 24.465351 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 6.440325 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.134908 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 6.055552 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 29.052163 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 0.791475 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 16.531512 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 21.284008 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 14.085349 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 35.491704 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 10.501347 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 52.105403 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 20.684568 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 4.869789 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 21.573928 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 74.743757 UNLIMITED
  DNVRng_ATLAM5 ( DNVRng ATLAM5 ) 1 0.147893 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 17.921688 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 74.362693 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 24.782496 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 25.112315 UNLIMITED
  DNVRng_KSCYng ( DNVRng KSCYng ) 1 13.993523 UNLIMITED
  DNVRng_LOSAng ( DNVRng LOSAng ) 1 16.369741 UNLIMITED
  DNVRng_NYCMng ( DNVRng NYCMng ) 1 11.361733 UNLIMITED
  DNVRng_SNVAng ( DNVRng SNVAng ) 1 9.521787 UNLIMITED
  DNVRng_STTLng ( DNVRng STTLng ) 1 18.553443 UNLIMITED
  DNVRng_WASHng ( DNVRng WASHng ) 1 40.374792 UNLIMITED
  HSTNng_ATLAM5 ( HSTNng ATLAM5 ) 1 2.178139 UNLIMITED
  HSTNng_ATLAng ( HSTNng ATLAng ) 1 6.152187 UNLIMITED
