?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040809-0545-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040809-0545
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.026667 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.026667 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.026667 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.354461 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.026667 UNLIMITED
  ATLAM5_SNVAng ( ATLAM5 SNVAng ) 1 0.013333 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.028 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.026667 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.075075 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 13.715795 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 3.670661 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 46.368856 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 12.02312 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 0.565989 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 14.962397 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 2.003109 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.279325 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 9.682688 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 14.447605 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 0.130176 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 9.217888 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 3.382309 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 11.870603 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 49.225661 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 7.282147 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 28.904149 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 9.159157 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 0.684264 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 8.821637 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 11.181696 UNLIMITED
  DNVRng_ATLAM5 ( DNVRng ATLAM5 ) 1 0.244907 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 2.925843 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 42.112264 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 22.445272 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 23.297405 UNLIMITED
  DNVRng_KSCYng ( DNVRng KSCYng ) 1 14.436987 UNLIMITED
  DNVRng_LOSAng ( DNVRng LOSAng ) 1 8.565085 UNLIMITED
  DNVRng_NYCMng ( DNVRng NYCMng ) 1 9.337485 UNLIMITED
  DNVRng_SNVAng ( DNVRng SNVAng ) 1 4.961445 UNLIMITED
  DNVRng_STTLng ( DNVRng STTLng ) 1 12.065971 UNLIMITED
  DNVRng_WASHng ( DNVRng WASHng ) 1 33.812413 UNLIMITED
  HSTNng_ATLAM5 ( HSTNng ATLAM5 ) 1 0.393813 UNLIMITED
  HSTNng_ATLAng ( HSTNng ATLAng ) 1 7.865077 UNLIMITED
