?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040707-0215-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040707-0215
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.053333 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.746005 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.026667 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.256112 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.524088 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.364307 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 1.621747 UNLIMITED
  ATLAM5_SNVAng ( ATLAM5 SNVAng ) 1 0.013333 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.133867 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.70428 UNLIMITED
  ATLAng_ATLAM5 ( ATLAng ATLAM5 ) 1 0.107533 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 12.789765 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 5.483203 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 2.203312 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 21.984245 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 2.331472 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 15.016863 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 10.149853 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.259601 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 7.716379 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 37.722104 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 1.418523 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 12.798352 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 6.460661 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 6.207843 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 34.101072 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 7.323208 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 49.861072 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 26.190168 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 1.744723 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 7.679245 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 19.941088 UNLIMITED
  DNVRng_ATLAM5 ( DNVRng ATLAM5 ) 1 0.260555 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 0.859568 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 48.550859 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 18.818333 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 26.967851 UNLIMITED
  DNVRng_KSCYng ( DNVRng KSCYng ) 1 29.599669 UNLIMITED
  DNVRng_LOSAng ( DNVRng LOSAng ) 1 31.169248 UNLIMITED
  DNVRng_NYCMng ( DNVRng NYCMng ) 1 19.441328 UNLIMITED
  DNVRng_SNVAng ( DNVRng SNVAng ) 1 14.518637 UNLIMITED
  DNVRng_STTLng ( DNVRng STTLng ) 1 14.641373 UNLIMITED
  DNVRng_WASHng ( DNVRng WASHng ) 1 42.070424 UNLIMITED
  HSTNng_ATLAM5 ( HSTNng ATLAM5 ) 1 0.12096 UNLIMITED
  HSTNng_ATLAng ( HSTNng ATLAng ) 1 8.925456 UNLIMITED
  HSTNng_CHINng ( HSTNng CHINng ) 1 10.503168 UNLIMITED
  HSTNng_DNVRng ( HSTNng DNVRng ) 1 1.503867 UNLIMITED
  HSTNng_IPLSng ( HSTNng IPLSng ) 1 0.653027 UNLIMITED
  HSTNng_KSCYng ( HSTNng KSCYng ) 1 1.988021 UNLIMITED
  HSTNng_LOSAng ( HSTNng LOSAng ) 1 43.388221 UNLIMITED
  HSTNng_NYCMng ( HSTNng NYCMng ) 1 2.528608 UNLIMITED
  HSTNng_SNVAng ( HSTNng SNVAng ) 1 0.026667 UNLIMITED
  HSTNng_STTLng ( HSTNng STTLng ) 1 2.301608 UNLIMITED
  HSTNng_WASHng ( HSTNng WASHng ) 1 5.974979 UNLIMITED
  IPLSng_ATLAM5 ( IPLSng ATLAM5 ) 1 0.229899 UNLIMITED
  IPLSng_ATLAng ( IPLSng ATLAng ) 1 15.987365 UNLIMITED
  IPLSng_CHINng ( IPLSng CHINng ) 1 53.250587 UNLIMITED
  IPLSng_DNVRng ( IPLSng DNVRng ) 1 6.013795 UNLIMITED
  IPLSng_HSTNng ( IPLSng HSTNng ) 1 24.560197 UNLIMITED
  IPLSng_KSCYng ( IPLSng KSCYng ) 1 5.754427 UNLIMITED
  IPLSng_LOSAng ( IPLSng LOSAng ) 1 15.790797 UNLIMITED
  IPLSng_NYCMng ( IPLSng NYCMng ) 1 29.420155 UNLIMITED
  IPLSng_SNVAng ( IPLSng SNVAng ) 1 0.684405 UNLIMITED
  IPLSng_STTLng ( IPLSng STTLng ) 1 24.136181 UNLIMITED
