?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040414-0345-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040414-0345
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.92392 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.910797 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.026667 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.894712 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.694381 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.086592 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 1.879648 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.098987 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 1.637499 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 33.361373 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 0.096651 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 64.326077 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 32.022405 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 5.955317 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 0.026667 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 27.619315 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 1.100757 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 56.321539 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 45.019611 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 25.81316 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 99.436363 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 56.363392 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 23.267909 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 0.140355 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 38.351965 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 0.567648 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 2.756811 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 73.869816 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 16.392355 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 52.423221 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 58.591248 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 51.731523 UNLIMITED
  DNVRng_KSCYng ( DNVRng KSCYng ) 1 21.179683 UNLIMITED
  DNVRng_NYCMng ( DNVRng NYCMng ) 1 16.985912 UNLIMITED
  DNVRng_SNVAng ( DNVRng SNVAng ) 1 10.688984 UNLIMITED
  DNVRng_STTLng ( DNVRng STTLng ) 1 2.971029 UNLIMITED
  DNVRng_WASHng ( DNVRng WASHng ) 1 35.623949 UNLIMITED
  HSTNng_ATLAng ( HSTNng ATLAng ) 1 34.921696 UNLIMITED
  HSTNng_CHINng ( HSTNng CHINng ) 1 2.021117 UNLIMITED
  HSTNng_DNVRng ( HSTNng DNVRng ) 1 0.026667 UNLIMITED
  HSTNng_IPLSng ( HSTNng IPLSng ) 1 0.026667 UNLIMITED
  HSTNng_KSCYng ( HSTNng KSCYng ) 1 0.026667 UNLIMITED
  HSTNng_LOSAng ( HSTNng LOSAng ) 1 0.026667 UNLIMITED
  HSTNng_NYCMng ( HSTNng NYCMng ) 1 8.467216 UNLIMITED
  HSTNng_SNVAng ( HSTNng SNVAng ) 1 0.026667 UNLIMITED
  HSTNng_STTLng ( HSTNng STTLng ) 1 0.276691 UNLIMITED
  HSTNng_WASHng ( HSTNng WASHng ) 1 109.641432 UNLIMITED
