?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040622-1100-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040622-1100
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.188083 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 1.120992 UNLIMITED
  ATLAM5_DNVRng ( ATLAM5 DNVRng ) 1 0.026667 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.026667 UNLIMITED
  ATLAM5_LOSAng ( ATLAM5 LOSAng ) 1 0.348656 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.906571 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.345141 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 0.22884 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 12.034837 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 1.492504 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 43.152933 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 15.484536 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 4.513573 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 17.453641 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 2.587872 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.331588 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 2.748504 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 47.440643 UNLIMITED
  CHINng_ATLAM5 ( CHINng ATLAM5 ) 1 0.1422 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 9.720685 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 38.628832 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 2.516149 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 17.110091 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 2.815336 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 39.437037 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 7.684688 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 0.677333 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 14.067816 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 11.842312 UNLIMITED
  DNVRng_ATLAM5 ( DNVRng ATLAM5 ) 1 0.256811 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 2.724269 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 56.575504 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 15.080459 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 29.145739 UNLIMITED
  DNVRng_KSCYng ( DNVRng KSCYng ) 1 7.320464 UNLIMITED
  DNVRng_LOSAng ( DNVRng LOSAng ) 1 18.232579 UNLIMITED
  DNVRng_NYCMng ( DNVRng NYCMng ) 1 10.920995 UNLIMITED
  DNVRng_SNVAng ( DNVRng SNVAng ) 1 10.511965 UNLIMITED
  DNVRng_STTLng ( DNVRng STTLng ) 1 25.394936 UNLIMITED
  DNVRng_WASHng ( DNVRng WASHng ) 1 26.913656 UNLIMITED
  HSTNng_ATLAM5 ( HSTNng ATLAM5 ) 1 1.353067 UNLIMITED
  HSTNng_ATLAng ( HSTNng ATLAng ) 1 3.748227 UNLIMITED
  HSTNng_CHINng ( HSTNng CHINng ) 1 20.084037 UNLIMITED
  HSTNng_DNVRng ( HSTNng DNVRng ) 1 1.541075 UNLIMITED
  HSTNng_IPLSng ( HSTNng IPLSng ) 1 7.254523 UNLIMITED
  HSTNng_KSCYng ( HSTNng KSCYng ) 1 0.690797 UNLIMITED
  HSTNng_LOSAng ( HSTNng LOSAng ) 1 9.075293 UNLIMITED
  HSTNng_NYCMng ( HSTNng NYCMng ) 1 2.114981 UNLIMITED
  HSTNng_STTLng ( HSTNng STTLng ) 1 5.580749 UNLIMITED
  HSTNng_WASHng ( HSTNng WASHng ) 1 1.483203 UNLIMITED
  IPLSng_ATLAM5 ( IPLSng ATLAM5 ) 1 0.055136 UNLIMITED
  IPLSng_ATLAng ( IPLSng ATLAng ) 1 13.285717 UNLIMITED
  IPLSng_CHINng ( IPLSng CHINng ) 1 56.039384 UNLIMITED
  IPLSng_DNVRng ( IPLSng DNVRng ) 1 14.134837 UNLIMITED
  IPLSng_HSTNng ( IPLSng HSTNng ) 1 0.686955 UNLIMITED
  IPLSng_KSCYng ( IPLSng KSCYng ) 1 4.977584 UNLIMITED
  IPLSng_LOSAng ( IPLSng LOSAng ) 1 13.750149 UNLIMITED
  IPLSng_NYCMng ( IPLSng NYCMng ) 1 24.027125 UNLIMITED
  IPLSng_SNVAng ( IPLSng SNVAng ) 1 0.053608 UNLIMITED
  IPLSng_STTLng ( IPLSng STTLng ) 1 9.498285 UNLIMITED
  IPLSng_WASHng ( IPLSng WASHng ) 1 4.410643 UNLIMITED
  KSCYng_ATLAng ( KSCYng ATLAng ) 1 1.628485 UNLIMITED
  KSCYng_CHINng ( KSCYng CHINng ) 1 18.341747 UNLIMITED
  KSCYng_DNVRng ( KSCYng DNVRng ) 1 8.431816 UNLIMITED
  KSCYng_HSTNng ( KSCYng HSTNng ) 1 2.481659 UNLIMITED
  KSCYng_IPLSng ( KSCYng IPLSng ) 1 12.242245 UNLIMITED
  KSCYng_LOSAng ( KSCYng LOSAng ) 1 6.226304 UNLIMITED
  KSCYng_NYCMng ( KSCYng NYCMng ) 1 1.144901 UNLIMITED
  KSCYng_SNVAng ( KSCYng SNVAng ) 1 1.96132 UNLIMITED
  KSCYng_STTLng ( KSCYng STTLng ) 1 4.185 UNLIMITED
  KSCYng_WASHng ( KSCYng WASHng ) 1 5.383493 UNLIMITED
  LOSAng_ATLAM5 ( LOSAng ATLAM5 ) 1 0.190619 UNLIMITED
  LOSAng_ATLAng ( LOSAng ATLAng ) 1 30.544763 UNLIMITED
  LOSAng_CHINng ( LOSAng CHINng ) 1 135.550805 UNLIMITED
  LOSAng_DNVRng ( LOSAng DNVRng ) 1 10.944408 UNLIMITED
  LOSAng_HSTNng ( LOSAng HSTNng ) 1 17.50036 UNLIMITED
  LOSAng_IPLSng ( LOSAng IPLSng ) 1 11.492475 UNLIMITED
  LOSAng_KSCYng ( LOSAng KSCYng ) 1 4.244163 UNLIMITED
  LOSAng_NYCMng ( LOSAng NYCMng ) 1 35.375963 UNLIMITED
  LOSAng_SNVAng ( LOSAng SNVAng ) 1 10.637493 UNLIMITED
  LOSAng_STTLng ( LOSAng STTLng ) 1 33.856504 UNLIMITED
  LOSAng_WASHng ( LOSAng WASHng ) 1 16.052643 UNLIMITED
  NYCMng_ATLAM5 ( NYCMng ATLAM5 ) 1 0.265627 UNLIMITED
