?SNDlib native format; type: network; version: 1.0
# network demandMatrix-5min-20040402-1250-abilene

# META SECTION
#
# <attribute> <content>

META (
  granularity  = 5min
  time  = 20040402-1250
  unit  = MBITPERSEC
  origin  = Yin Zhang, http://userweb.cs.utexas.edu/~yzhang/research/AbileneTM/
)

# NODE SECTION
#
# <node_id> [(<longitude>, <latitude>)]

NODES (
  ATLAM5 ( -84.3833 33.75 )
  ATLAng ( -85.50 34.50 )
  CHINng ( -87.6167 41.8333 )
  DNVRng ( -105.00 40.75 )
  HSTNng ( -95.517364 29.770031 )
  IPLSng ( -86.159535 39.780622 )
  KSCYng ( -96.596704 38.961694 )
  LOSAng ( -118.25 34.05 )
  NYCMng ( -73.9667 40.7833 )
  SNVAng ( -122.02553 37.38575 )
  STTLng ( -122.30 47.60 )
  WASHng ( -77.026842 38.897303 )
)

# LINK SECTION
#
# <link_id> ( <source> <target> ) <pre_installed_capacity> <pre_installed_capacity_cost> <routing_cost> <setup_cost> ( {<module_capacity> <module_cost>}* )

LINKS (
)

# DEMAND SECTION
#
# <demand_id> ( <source> <target> ) <routing_unit> <demand_value> <max_path_length>

DEMANDS (
  ATLAM5_ATLAng ( ATLAM5 ATLAng ) 1 0.053333 UNLIMITED
  ATLAM5_CHINng ( ATLAM5 CHINng ) 1 0.337965 UNLIMITED
  ATLAM5_HSTNng ( ATLAM5 HSTNng ) 1 0.449373 UNLIMITED
  ATLAM5_IPLSng ( ATLAM5 IPLSng ) 1 0.082443 UNLIMITED
  ATLAM5_KSCYng ( ATLAM5 KSCYng ) 1 0.026667 UNLIMITED
  ATLAM5_NYCMng ( ATLAM5 NYCMng ) 1 0.243432 UNLIMITED
  ATLAM5_STTLng ( ATLAM5 STTLng ) 1 0.028277 UNLIMITED
  ATLAM5_WASHng ( ATLAM5 WASHng ) 1 2.255229 UNLIMITED
  ATLAng_CHINng ( ATLAng CHINng ) 1 20.115168 UNLIMITED
  ATLAng_DNVRng ( ATLAng DNVRng ) 1 0.026667 UNLIMITED
  ATLAng_HSTNng ( ATLAng HSTNng ) 1 36.336352 UNLIMITED
  ATLAng_IPLSng ( ATLAng IPLSng ) 1 22.921901 UNLIMITED
  ATLAng_KSCYng ( ATLAng KSCYng ) 1 2.760099 UNLIMITED
  ATLAng_LOSAng ( ATLAng LOSAng ) 1 0.044552 UNLIMITED
  ATLAng_NYCMng ( ATLAng NYCMng ) 1 23.309 UNLIMITED
  ATLAng_SNVAng ( ATLAng SNVAng ) 1 0.054587 UNLIMITED
  ATLAng_STTLng ( ATLAng STTLng ) 1 1.262016 UNLIMITED
  ATLAng_WASHng ( ATLAng WASHng ) 1 77.494979 UNLIMITED
  CHINng_ATLAng ( CHINng ATLAng ) 1 27.533701 UNLIMITED
  CHINng_DNVRng ( CHINng DNVRng ) 1 14.444805 UNLIMITED
  CHINng_HSTNng ( CHINng HSTNng ) 1 89.277059 UNLIMITED
  CHINng_IPLSng ( CHINng IPLSng ) 1 44.741115 UNLIMITED
  CHINng_KSCYng ( CHINng KSCYng ) 1 16.162677 UNLIMITED
  CHINng_LOSAng ( CHINng LOSAng ) 1 0.475691 UNLIMITED
  CHINng_NYCMng ( CHINng NYCMng ) 1 27.253917 UNLIMITED
  CHINng_SNVAng ( CHINng SNVAng ) 1 0.115461 UNLIMITED
  CHINng_STTLng ( CHINng STTLng ) 1 0.317776 UNLIMITED
  CHINng_WASHng ( CHINng WASHng ) 1 34.089005 UNLIMITED
  DNVRng_ATLAng ( DNVRng ATLAng ) 1 11.394925 UNLIMITED
  DNVRng_CHINng ( DNVRng CHINng ) 1 65.824816 UNLIMITED
  DNVRng_HSTNng ( DNVRng HSTNng ) 1 24.910221 UNLIMITED
  DNVRng_IPLSng ( DNVRng IPLSng ) 1 24.704091 UNLIMITED
  DNVRng_KSCYng ( DNVRng KSCYng ) 1 19.766472 UNLIMITED
  DNVRng_NYCMng ( DNVRng NYCMng ) 1 18.681419 UNLIMITED
  DNVRng_SNVAng ( DNVRng SNVAng ) 1 7.527877 UNLIMITED
  DNVRng_WASHng ( DNVRng WASHng ) 1 36.940141 UNLIMITED
  HSTNng_ATLAng ( HSTNng ATLAng ) 1 26.728363 UNLIMITED
  HSTNng_CHINng ( HSTNng CHINng ) 1 2.433877 UNLIMITED
  HSTNng_IPLSng ( HSTNng IPLSng ) 1 0.053333 UNLIMITED
